stock,date,score1,score1_true,score2,score2_ture,corr1,corr2,pred_rate,true_rate,average_corr,name
'000005,2024-01-08,2.8688486,3.09,3.3722684,2.9499986,0.0770871631218181,0.1252183248521974,0.1754779949001141,-0.0453078964401294,0.1301700984599846,世纪星源
'300799,2024-01-08,20.526157,37.169994,21.799091,35.590008,0.810859870164688,0.6326372507917875,0.0620152130766611,-0.0425070286532735,0.0195081844233875,左江科技
'002740,2024-01-08,2.1091201,2.1199996,2.2081306,2.0299995,0.0051583122269802,0.0806705454831339,0.0469439838916711,-0.0424528853684687,0.0044910985232023,爱迪尔
'601127,2024-01-08,65.79227,68.659996,68.61321,67.46,0.0435875825533912,0.0168074048714526,0.0428764655787069,-0.0174773677528325,0.0253990978258743,小康股份
'002888,2024-01-08,44.078033,41.68,45.795704,44.37,0.0544042652720006,0.0311318284352611,0.0389688668729841,0.0645393474088291,0.1035082142818132,惠威科技
'603595,2024-01-08,56.586742,55.91,58.705082,50.37,0.0119593738052635,0.1419822903918267,0.0374352706151556,-0.0990878197102486,0.0616525490950929,东尼电子
'603266,2024-01-08,48.567493,49.4,50.320522,49.760002,0.017141238894089,0.0111389941463643,0.0360946981554102,0.0072874898785425,0.0433821880339527,天龙股份
'600608,2024-01-08,433.6709,439.67,448.07687,449.68,0.0138333007817679,0.0035778012821773,0.0332186688108424,0.0227670753064798,0.0559857441173222,ST沪科
'002189,2024-01-08,18.204975,18.95,18.803047,18.12,0.0409242528484657,0.0363263996521414,0.0328521187202947,-0.0437994722955144,0.0109473535752196,中光学
'600099,2024-01-08,21.040018,21.53,21.711388,21.87,0.0232880979474447,0.0073054748964,0.0319091932335799,0.0157919182535996,0.0477011114871795,林海股份
'603603,2024-01-08,1.357327,1.4100003,1.4004483,1.3499999,0.0388066398148715,0.0360230363377213,0.0317692788841599,-0.042553466123376,0.0107841872392161,博天环境
'002095,2024-01-08,75.04589,77.64,77.39574,77.14,0.0345669829486997,0.0033043162323921,0.0313121744575219,-0.0064399793920659,0.024872195065456,生 意 宝
'300538,2024-01-08,46.222584,46.57,47.650776,47.14,0.0075161527101124,0.0107191538706525,0.0308981427779979,0.0122396392527378,0.0431377820307357,同益股份
'603389,2024-01-08,8.079709,8.39,8.324972,9.47,0.0384037345899464,0.1375413635024838,0.030355424929289,0.1287246722288438,0.1590800971581329,亚振家居
'600198,2024-01-08,2.7605782,2.9399996,2.8440084,3.3200006,0.0649941378222867,0.1673666645991623,0.0302220020429053,0.1292520584016406,0.1594740604445459,大唐电信
'300364,2024-01-08,114.93832,115.32,118.39938,111.15,0.0033207375921275,0.0612281922422227,0.0301123245928771,-0.0361602497398542,0.006047925146977,中文在线
'600766,2024-01-08,80.029884,82.14,82.428635,81.98,0.0263666007562875,0.0054427081074434,0.0299731910144965,-0.0019478938397856,0.0280252971747109,园城黄金
'603985,2024-01-08,95.261635,98.18,98.0485,97.88,0.0306352604592605,0.001718537254522,0.0292548516514545,-0.0030556121409656,0.0261992395104888,恒润股份
'603030,2024-01-08,9.769115,9.84,10.048523,9.87,0.0072560308687123,0.0177660935841018,0.0286011578326184,0.0030487804878048,0.0316499383204232,全筑股份
'002280,2024-01-08,32.94507,33.789997,33.8596,33.42,0.0256465383136232,0.0129830240168223,0.0277592368144914,-0.0109498973912308,0.0168093394232606,联络互动
