stock,date,score1,score1_true,score2,score2_ture,corr1,corr2,pred_rate,true_rate,average_corr,name
'600751,2023-12-26,8.400928,8.5,8.52648,8.74,0.0117929828704637,0.0250419868456855,0.0149450155982766,0.028235294117647,0.0431803097159237,海航科技
'300352,2023-12-26,87.4082,88.27,88.70437,89.22,0.0098594868673648,0.0058129041444068,0.0148289290936091,0.0107624334428458,0.0255913625364549,北信源
'002591,2023-12-26,22.376444,22.51,22.697515,22.58,0.0059685980489126,0.0051774390280169,0.0143486158926771,0.003109729009329,0.0174583449020061,恒大高新
'300338,2023-12-26,19.202272,19.079998,19.454905,19.199999,0.0063676839907278,0.0131024027102677,0.0131564119079242,0.0062893612462642,0.0194457731541884,开元股份
'600100,2023-12-26,107.64249,108.67,109.00514,110.93,0.0095455800028409,0.0176584333546107,0.0126590345503899,0.0207969080703046,0.0334559426206945,同方股份
'603869,2023-12-26,13.969026,14.17,14.140066,14.1,0.0143871161811854,0.0028335086979084,0.0122442323466217,-0.004940014114326,0.0073042182322956,新智认知
'300188,2023-12-26,197.85167,199.76,200.19809,200.66,0.0096452559637226,0.0023072647696088,0.0118594904960872,0.0045054064877853,0.0163648969838726,美亚柏科
'600189,2023-12-26,17.327042,17.53,17.517271,17.9,0.0117133668862811,0.0218486658110157,0.0109787348584947,0.0211066742726752,0.0320854091311699,吉林森工
'300608,2023-12-26,52.60194,54.66,53.10399,62.329998,0.0391251729498949,0.1737347419657167,0.0095443247910629,0.1403219538968168,0.1498662786878797,思特奇
'600756,2023-12-26,59.000454,59.09,59.55636,60.4,0.0015177171348546,0.0141654056762367,0.0094220630912433,0.0221695718395666,0.03159163493081,浪潮软件
'600468,2023-12-26,54.55772,54.350002,55.042694,56.440002,0.0038073071968549,0.0253858940843266,0.0088891911172239,0.0384544604064595,0.0473436515236835,百利电气
'603559,2023-12-26,11.700515,11.839999,11.803837,11.839999,0.0119211846658032,0.0030635800884069,0.0088305514757256,0.0,0.0088305514757256,中通国脉
