stock,date,score1,score1_true,score2,score2_ture,corr1,corr2,pred_rate,true_rate,average_corr,name
'000005,2024-01-16,3.0143697,3.220001,3.1221063,2.9499986,0.0682170139913494,0.0551255093396404,0.0357410041641541,-0.0838516509777481,0.048110646813594,世纪星源
'002584,2024-01-16,27.391758,27.59,27.988972,27.82,0.0072372864859568,0.0060370920375353,0.0218026896995804,0.0083363537513592,0.0301390434509396,西陇科学
'600892,2024-01-16,27.485321,27.8,28.015963,26.55,0.0114489839867615,0.0523259900079108,0.0193063781208886,-0.0449640287769784,0.0256576506560898,大晟文化
'002903,2024-01-16,33.282032,33.3,33.91284,31.14,0.0005398708828834,0.0817637213515589,0.0189534100562129,-0.0648648648648647,0.0459114548086518,宇环数控
'300225,2024-01-16,60.862423,61.53,62.013657,59.84,0.0109686234476731,0.0350512629822814,0.0189153494595508,-0.0274662766130342,0.0085509271534834,金力泰
'300538,2024-01-16,45.84285,46.06,46.652733,44.49,0.0047368346426979,0.0463581201127058,0.0176665063363206,-0.0340859748154581,0.0164194684791374,同益股份
'600610,2024-01-16,387.95404,382.5,394.2774,363.45,0.0140584694001382,0.0781870835102392,0.0162992502926377,-0.0498039215686274,0.0335046712759897,*ST毅达
'300551,2024-01-16,65.54329,65.88,66.565735,62.28,0.0051372154190001,0.0643835000094268,0.0155995373439448,-0.0546448087431693,0.0390452713992245,古鳌科技
'002786,2024-01-16,45.012817,45.72,45.700905,43.41,0.0157107030204308,0.0501282195615163,0.0152864905122467,-0.0505249343832021,0.0352384438709553,银宝山新
'000766,2024-01-16,70.38596,69.81,71.42637,66.65,0.0081828819270206,0.0668712409716467,0.0147814990375922,-0.0452657212433748,0.0304842222057825,通化金马
'603108,2024-01-16,102.71895,102.67,104.19568,100.51,0.0004765430331988,0.0353726757193771,0.0143764125314753,-0.0210382779779876,0.0066618654465123,润达医疗
'600198,2024-01-16,2.7463627,2.7799997,2.7841015,2.5300007,0.0122478360196195,0.0912685115826415,0.0137413750922263,-0.0899277075461554,0.076186332453929,大唐电信
'600435,2024-01-16,96.35721,97.37,97.65704,94.1,0.010510785856087,0.0364237949460684,0.0134897014971687,-0.0335832391907159,0.0200935376935472,北方导航
'600099,2024-01-16,21.340456,21.28,21.622236,20.57,0.002832929155778,0.0486645321973176,0.013204029004816,-0.0333646616541353,0.0201606326493192,林海股份
'002189,2024-01-16,16.809118,16.97,17.029093,16.5,0.009571114915131,0.0310699460035833,0.0130866473779289,-0.0276959340011784,0.0146092866232495,中光学
'000890,2024-01-16,10.682992,10.66,10.821309,10.2,0.0021522060486425,0.0574153274802521,0.0129474027500908,-0.0431519699812383,0.0302045672311474,法 尔 胜
'000676,2024-01-16,82.06981,81.41,83.12888,75.66,0.0080396189536689,0.0898469942094732,0.0129045016675436,-0.070630143716988,0.0577256420494444,智度股份
'002316,2024-01-16,17.22913,17.26,17.440226,16.9,0.0017917329545949,0.030975860060529,0.0122522727496976,-0.0208574739281577,0.0086052011784601,亚联发展
'002819,2024-01-16,39.337887,38.95,39.8153,35.57,0.009860392348984,0.1066248401996217,0.012136213620218,-0.0867779204107831,0.074641706790565,东方中科
'002559,2024-01-16,66.28739,66.83,67.08663,64.91,0.0081857197877303,0.0324450639419509,0.0120571951920266,-0.0287296124494987,0.016672417257472,亚威股份
'600129,2024-01-16,99.84215,100.43,101.01457,97.97,0.0058877938826437,0.0301399095199831,0.0117427359086317,-0.0244946729065021,0.0127519369978703,太极集团
'603042,2024-01-16,14.034646,14.11,14.1978,13.73,0.0053691414803051,0.0329487667103354,0.0116250883705937,-0.0269312544294825,0.0153061660588887,华脉科技
'600399,2024-01-16,17.820938,18.6,18.020334,17.4,0.0437161051791998,0.0344241122278865,0.0111888611025972,-0.0645161290322582,0.053327267929661,ST抚钢
'600189,2024-01-16,16.758413,16.23,16.943695,15.62,0.031531207638814,0.0781231602669903,0.0110560588284821,-0.03758471965496,0.0265286608264778,吉林森工
'300562,2024-01-16,36.270367,36.48,36.670544,35.68,0.005779731977898,0.0270119799695363,0.011033166551637,-0.0219298245614034,0.0108966580097664,乐心医疗
'300290,2024-01-16,34.75821,34.56,35.141075,34.02,0.0057025376162925,0.0319021259309795,0.0110150954263755,-0.0156249999999999,0.0046099045736243,荣科科技
'603863,2024-01-16,33.65465,33.1,34.02424,31.729998,0.0164806349196914,0.0674296325208145,0.0109818405480372,-0.0413897885196375,0.0304079479716002,松炀资源
'300114,2024-01-16,231.70023,231.32999,234.22952,223.34999,0.0015979267694296,0.0464481590535642,0.0109162170447565,-0.0344961757876703,0.0235799587429138,中航电测
'300531,2024-01-16,58.166126,57.6,58.779633,56.2,0.0097329156836059,0.0438865108259521,0.0105474963211405,-0.0243055555555555,0.0137580592344149,优博讯
'002654,2024-01-16,66.909645,67.18,67.591324,64.84,0.0040405983322734,0.0407052834177356,0.0101880528584481,-0.034831795177136,0.0246437423186879,万润科技
'300707,2024-01-16,34.734673,34.53,35.0748,32.51,0.0058924694641576,0.0731237241552341,0.0097921463086755,-0.0584998551983783,0.0487077088897027,威唐工业
'603121,2024-01-16,17.619257,17.71,17.791485,17.24,0.005150217174311,0.0309971314929587,0.0097749865388762,-0.0265386787125918,0.0167636921737156,华培动力
'300344,2024-01-16,24.6732,24.53,24.913437,24.21,0.0058038681646482,0.0282352451008665,0.0097367589125041,-0.0130452507134121,0.003308491800908,太空智造
'000536,2024-01-16,16.73033,16.84,16.889395,16.34,0.0065551605975495,0.0325289923055266,0.0095075829347061,-0.0296912114014251,0.020183628466719,华映科技
'000971,2024-01-16,4.9334903,4.93,4.979997,4.88,0.0007074707332454,0.0200797309717255,0.0094267338480426,-0.0101419878296145,0.0007152539815719,*ST高升
'300212,2024-01-16,215.14958,216.29001,217.13918,210.4,0.0053006378167227,0.0310362229423543,0.0092475197952978,-0.0272320020698135,0.0179844822745156,易华录
'603177,2024-01-16,11.438883,11.45,11.544358,11.05,0.0009718606266012,0.0428224765725387,0.0092207429693965,-0.0349344978165937,0.0257137548471971,德创环保
'002446,2024-01-16,35.813892,35.72,36.143833,34.41,0.0026216642413509,0.0479703688316622,0.0092126541287385,-0.0366741321388578,0.0274614780101192,盛路通信
'000670,2024-01-16,83.75698,85.12,84.52122,81.840004,0.0162735093839344,0.0317224005995181,0.0091244932661134,-0.038533787593985,0.0294092943278716,*ST盈方
'002892,2024-01-16,70.77573,71.3,71.420166,69.38,0.0074074827628058,0.0285656854956063,0.0091053246642598,-0.0269284712482468,0.0178231465839869,科力尔
'300184,2024-01-16,43.98735,43.79,44.38776,42.17,0.0044865171464068,0.0499633232224378,0.0091028443404751,-0.0369947476592828,0.0278919033188077,力源信息
'300366,2024-01-16,70.32035,70.44,70.9553,68.34,0.0017014989259864,0.0368584164960191,0.0090293919185554,-0.0298126064735944,0.020783214555039,创意信息
'300211,2024-01-16,59.371914,59.37,59.9038,57.82,3.223746500743273e-05,0.0347857731896807,0.0089585456180509,-0.0261074616809836,0.0171489160629326,亿通科技
'002395,2024-01-16,62.485386,61.51,63.041054,57.1,0.0156098259519433,0.0942410322010161,0.0088927673424311,-0.0716956592423995,0.0628028918999684,双象股份
'002795,2024-01-16,30.212248,30.3,30.479347,28.93,0.0029045173996983,0.0508326835217303,0.0088407522670938,-0.0452145214521452,0.0363737691850513,永和智控
'300264,2024-01-16,31.441584,32.1,31.710428,30.93,0.0209409296936185,0.0246110837734514,0.0085505870187711,-0.0364485981308411,0.02789801111207,佳创视讯
'603363,2024-01-16,7.648687,7.69,7.7129045,7.4,0.0054013192068129,0.0405689581661486,0.0083958854637403,-0.0377113133940182,0.0293154279302778,傲农生物
'601233,2024-01-16,42.46671,42.14,42.82292,41.05,0.0076933202501441,0.041401193566436,0.0083879820216824,-0.0258661604176555,0.017478178395973,桐昆股份
'002599,2024-01-16,24.127987,24.11,24.330297,22.71,0.0007454828287167,0.0665958578310819,0.0083848685760648,-0.0580671920364993,0.0496823234604345,盛通股份
'300065,2024-01-16,78.48018,78.04,79.137535,74.45,0.0056088046688985,0.059232764831505,0.0083760638673356,-0.0460020502306509,0.0376259863633153,海兰信
'000519,2024-01-16,92.90685,92.79,93.68477,88.76,0.0012577113528227,0.0525674557348008,0.0083731178056299,-0.0434314042461472,0.0350582864405172,中兵红箭
'002103,2024-01-16,17.997229,17.94,18.14732,19.06,0.0031798784135046,0.0502928256073072,0.0083396727351749,0.0624303232998883,0.0707699960350633,广博股份
'002089,2024-01-16,14.374331,14.409999,14.493499,13.909999,0.0024813676546059,0.0402594294172856,0.0082903336510061,-0.0346981287090998,0.0264077950580937,*ST新海
'300609,2024-01-16,25.508825,25.21,25.718397,24.550001,0.011714573289832,0.0454303586650442,0.008215666538933,-0.0261800476001586,0.0179643810612256,汇纳科技
'002200,2024-01-16,15.436122,15.58,15.561723,15.169999,0.0093208643984545,0.0251722768744823,0.0081368234845514,-0.0263158536585365,0.018179030173985,*ST云投
'002288,2024-01-16,29.388342,29.220001,29.627077,28.26,0.0057281557428452,0.0461428240119671,0.008123459295526,-0.0328542425443448,0.0247307832488187,超华科技
'300008,2024-01-16,45.988983,46.04,46.360046,45.28,0.0011093309021424,0.0232969138986617,0.0080685193669101,-0.0165073848827106,0.0084388655158005,天海防务
'300288,2024-01-16,88.612686,89.200005,89.32452,86.2,0.0066279336121242,0.0349794211040821,0.0080330935911367,-0.0336323411641064,0.0255992475729697,朗玛信息
'000004,2024-01-16,56.575214,56.54,57.028996,54.92,0.0006224280477313,0.0369811174652276,0.008020862280786,-0.0286522815705694,0.0206314192897834,国农科技
'000829,2024-01-16,128.07216,127.63,129.09824,122.63,0.0034524286933241,0.0501032392075988,0.008011733385304,-0.0391757423803181,0.031164008995014,天音控股
'300005,2024-01-16,72.886604,73.18,73.46897,72.17,0.0040253761857254,0.0176805255334326,0.0079900279069113,-0.0138015851325499,0.0058115572256386,探路者
'000010,2024-01-16,39.933804,40.45,40.251785,37.39,0.0129262917201677,0.0710970954455808,0.0079627024763279,-0.0756489493201483,0.0676862468438204,*ST美丽
'000976,2024-01-16,5.250838,5.2500005,5.2924943,5.0100007,0.000159498350549,0.0533762691062322,0.0079332670328051,-0.0457142432653101,0.0377809762325049,华铁股份
'000738,2024-01-16,26.760654,26.7,26.972126,25.970001,0.0022665365353178,0.0371540975301687,0.0079023479769963,-0.0273407865168539,0.0194384385398575,航发控制
'002115,2024-01-16,42.167652,42.25,42.500473,40.84,0.0019528713621522,0.0390695181204217,0.0078928037065,-0.0333727810650886,0.0254799773585886,三维通信
'603380,2024-01-16,23.660545,23.55,23.846575,22.83,0.0046721239937625,0.0426298116186497,0.0078624562536493,-0.0305732484076434,0.022710792153994,易德龙
