stock,date,score1,score1_true,score2,score2_ture,corr1,corr2,pred_rate,true_rate,average_corr,name
'603266,2024-01-09,49.957405,49.760002,50.92347,48.25,0.0039514262199968,0.0524997609157428,0.0193377738495424,-0.0303456981372307,0.0110079242876883,天龙股份
'300551,2024-01-09,67.294014,67.42,68.43355,66.97,0.0018721724639579,0.0213864398383541,0.0169336904170999,-0.0066745772767725,0.0102591131403274,古鳌科技
'600589,2024-01-09,13.783642,13.93,14.008195,14.07,0.010618238633882,0.0044120602261747,0.0162912675764504,0.0100502512562814,0.0263415188327318,广东榕泰
'002351,2024-01-09,102.50193,101.94,103.939445,100.200005,0.0054821406777414,0.0359771018596453,0.014024272518576,-0.0170688149892092,0.0030445424706332,漫步者
'002252,2024-01-09,175.20134,173.09,177.60689,171.1,0.0120509352268651,0.0366364728305303,0.0137302032050668,-0.0114969091224219,0.0022332940826449,上海莱士
'603099,2024-01-09,28.411934,29.560001,28.779736,31.380001,0.0404079145052216,0.0903505508181173,0.012945334872311,0.0615696866857345,0.0745150215580456,长白山
'300454,2024-01-09,64.65669,64.76,65.477234,64.26,0.0015978238292125,0.0185901866288363,0.0126907826552828,-0.0077208153180975,0.0049699673371852,深信服
'603106,2024-01-09,16.246492,15.83,16.449251,15.440001,0.0256358111030984,0.0613553772144397,0.0124801711040143,-0.0246367024636765,0.0121565313596621,恒银金融
'603178,2024-01-09,38.09065,38.670002,38.565105,36.66,0.015209821832917,0.0493997099191096,0.0124559439127451,-0.0519783267660549,0.0395223828533098,圣龙股份
'600884,2024-01-09,385.95514,383.5,390.64505,386.14,0.0063612056053974,0.0115323360682543,0.0121514381179119,0.0068839634941329,0.0190354016120449,杉杉股份
'300442,2024-01-09,43.05307,43.14,43.573387,42.27,0.0020191359176012,0.0299124555086799,0.0120854796185265,-0.0201668984700972,0.0080814188515707,普丽盛
'300495,2024-01-09,13.175961,13.279999,13.3281975,12.899998,0.0078960464439748,0.032127337548832,0.0115541097913086,-0.0286145352872391,0.0170604254959304,美尚生态
'300282,2024-01-09,11.496112,11.430001,11.62757,11.78,0.0057507268544356,0.01310935990925,0.0114349964579329,0.030621082185382,0.0420560786433149,三盛教育
'300188,2024-01-09,188.62524,187.34,190.6271,183.63,0.0068137222781001,0.0367056939962891,0.0106128957079128,-0.0198035657094054,0.0091906700014926,美亚柏科
'600203,2024-01-09,11.528169,11.42,11.649125,11.25,0.0093830165050495,0.0342622299958151,0.0104922125968139,-0.0148861646234675,0.0043939520266536,福日电子
'300650,2024-01-09,37.467617,37.07,37.85879,37.64,0.0106122842026488,0.0057791070448896,0.0104402956825357,0.0153763150795791,0.0258166107621149,太龙照明
'000669,2024-01-09,9.113968,9.160001,9.2082405,8.92,0.0050508186993853,0.0313024513206405,0.0103437383146397,-0.026200979672382,0.0158572413577423,金鸿控股
'300135,2024-01-09,37.61588,38.05,37.996998,37.36,0.0115408705046911,0.0167644296531004,0.010131837936531,-0.0181340341655715,0.0080021962290404,宝利国际
'600678,2024-01-09,23.256676,23.05,23.488045,22.73,0.0088867385863739,0.0322736524048723,0.0099484982290676,-0.013882863340564,0.0039343651114963,四川金顶
'300169,2024-01-09,21.638569,21.64,21.852682,21.07,6.613191473059896e-05,0.0358162901926638,0.0098949704113983,-0.0263401109057301,0.0164451404943318,天晟新材
'002740,2024-01-09,2.0517166,2.0299995,2.0717456,1.9400011,0.0105848439301995,0.0635910606012629,0.0097620694787964,-0.0443341981118715,0.0345721286330751,爱迪尔
'603315,2024-01-09,28.415915,28.31,28.690678,28.31,0.0037273126696782,0.0132683514833633,0.0096693349483907,0.0,0.0096693349483907,福鞍股份
'603603,2024-01-09,1.3164659,1.3499999,1.3291535,1.2999997,0.0254727448694265,0.0219341106952658,0.0096376214530129,-0.0370371879286805,0.0273995664756675,博天环境
'002777,2024-01-09,108.34499,107.9,109.37297,107.14,0.0041071580697915,0.0204161046371877,0.00948802524233,-0.0070435588507878,0.0024444663915422,久远银海
'002528,2024-01-09,46.6053,46.55,47.040577,44.85,0.0011865603268298,0.0465678173973078,0.0093396459200992,-0.0365198711063371,0.0271802251862379,英飞拓
'002586,2024-01-09,23.891356,23.78,24.106815,24.18,0.0046609325983839,0.0030358635099659,0.0090182825955966,0.0168208578637509,0.0258391404593476,ST围海
'300538,2024-01-09,47.736935,47.14,48.16516,45.71,0.0125046779815252,0.0509737744045696,0.0089705172734696,-0.0303351718285956,0.021364654555126,同益股份
'600498,2024-01-09,36.845943,36.76,37.17296,36.3,0.0023324956020259,0.0234837365655036,0.0088752512047257,-0.0125136017410228,0.0036383505362971,烽火通信
'600520,2024-01-09,42.55156,42.09,42.926373,40.829998,0.010847075876889,0.0488365276050691,0.0088084432157127,-0.029935899263483,0.0211274560477702,文一科技
'600792,2024-01-09,27.585213,27.68,27.825256,26.19,0.0034361525502812,0.0587687674823188,0.0087018722675804,-0.053829479768786,0.0451276075012056,云煤能源
'002571,2024-01-09,26.70908,26.880001,26.938786,26.64,0.0063993593190031,0.0110912941659657,0.008600296228848,-0.0089286082987868,0.0003283120699388,德力股份
'603007,2024-01-09,15.374328,15.23,15.506069,15.9,0.0093875972985615,0.0254049559562775,0.0085688948486073,0.0439921208141825,0.0525610156627898,花王股份
'300116,2024-01-09,13.428427,13.349999,13.542871,13.53,0.0058404457945818,0.0009503893229139,0.0085225171943073,0.0134832219837618,0.0220057391780691,坚瑞沃能
'603039,2024-01-09,156.64844,155.64,157.97388,153.4,0.0064376000169552,0.0289533940674243,0.0084612397033766,-0.0143921870984321,0.0059309473950555,泛微网络
'600593,2024-01-09,49.408215,47.26,49.825863,43.55,0.0434789032552582,0.125955931761784,0.0084530072580035,-0.0785019043588658,0.0700488971008623,大连圣亚
'300634,2024-01-09,18.934591,18.91,19.09401,18.77,0.0012987341527472,0.0169691960986718,0.0084194583342201,-0.0074034902168165,0.0010159681174036,彩讯股份
'600605,2024-01-09,873.8098,870.12,881.06195,875.83,0.0042226580658628,0.0059382316986904,0.0082994605919961,0.0065623132441502,0.0148617738361464,汇通能源
'002236,2024-01-09,733.6989,735.36,739.78375,731.36,0.0022640077557701,0.0113867734996883,0.0082933884731189,-0.0054395126196692,0.0028538758534497,大华股份
'300375,2024-01-09,32.872944,33.2,33.143597,32.58,0.0099490936984532,0.0170047022958914,0.0082333057848424,-0.0186746987951808,0.0104413930103383,鹏翎股份
'300063,2024-01-09,45.527485,44.9,45.894382,43.55,0.0137825535497952,0.0510821128389963,0.0080588022817425,-0.0300668151447661,0.0220080128630235,天龙集团
'603825,2024-01-09,17.426939,17.32,17.566105,16.91,0.0061364190234441,0.0373506249678002,0.0079856823966618,-0.0236720554272517,0.0156863730305899,华扬联众
'300138,2024-01-09,63.549244,63.54,64.05336,63.39,0.0001454619979429,0.010356365380364,0.0079326828813257,-0.002360717658168,0.0055719652231577,晨光生物
'000032,2024-01-09,45.063026,44.98,45.417324,46.34,0.0018424417392654,0.0203155078005036,0.0078622771582183,0.0302356602934639,0.0380979374516822,深桑达Ａ
'300201,2024-01-09,50.2961,50.16,50.689903,50.16,0.0027059752147782,0.0104538175975599,0.0078296925606557,0.0,0.0078296925606557,海伦哲
'600986,2024-01-09,23.17951,23.11,23.358532,22.72,0.0029987691715657,0.0273361356783894,0.0077232866441093,-0.0168758113370835,0.0091525246929741,科达股份
'300241,2024-01-09,21.464788,21.33,21.627895,21.01,0.0062794936525811,0.0285693545303413,0.007598817188411,-0.015002344116268,0.0074035269278569,瑞丰光电
'601869,2024-01-09,27.853443,27.93,28.0641,27.74,0.0027485650517245,0.0115485620418969,0.0075630506433262,-0.0068027210884354,0.0007603295548908,长飞光纤
'002959,2024-01-09,74.07219,73.270004,74.620384,71.26,0.0108297864556185,0.0450330569191388,0.007400807239532,-0.0274328359528954,0.0200320287133633,小熊电器
'000503,2024-01-09,102.56454,102.27,103.32132,100.96,0.0028717527519744,0.0228541408491491,0.0073785735303839,-0.012809230468368,0.0054306569379841,国新健康
'300253,2024-01-09,230.70183,229.7,232.39673,226.59,0.0043425316565543,0.0249862810031792,0.0073467124209634,-0.0135393992163691,0.0061926867954057,卫宁健康
'000034,2024-01-09,79.69183,79.6,80.27562,78.85,0.0011523138570164,0.0177590655793129,0.0073255941041886,-0.0094221105527638,0.0020965164485751,神州数码
'600592,2024-01-09,28.338346,27.890001,28.54427,26.67,0.0158211421372298,0.065661864885667,0.0072666202889893,-0.0437433114469949,0.0364766911580055,龙溪股份
'300244,2024-01-09,214.34482,215.66,215.89664,215.66,0.006135814245476,0.0010960800501573,0.0072398297285653,0.0,0.0072398297285653,迪安诊断
'603220,2024-01-09,30.801796,31.09,31.024185,29.37,0.0093567271207172,0.0533192088688227,0.0072200010674702,-0.0553232550659375,0.0481032539984673,中贝通信
'601066,2024-01-09,23.464684,23.31,23.633728,23.32,0.0065922046936579,0.013274587910972,0.0072041882174932,0.0004290004290004,0.0076331886464937,中信建投
