stock,date,score1,score2,pred_rate,name
'002682,2024-01-19,12.949172,13.697668,0.0578026147154427,龙洲股份
'300096,2024-01-19,21.476969,22.197409,0.0335447706796987,易联众
'002888,2024-01-19,37.39207,38.606964,0.0324906858593279,惠威科技
'600186,2024-01-19,26.257067,27.096516,0.0319704024825012,*ST莲花
'601595,2024-01-19,29.950932,30.76081,0.027040160219388,上海电影
'600112,2024-01-19,6.2771,6.4460874,0.0269212534450621,ST天成
'002771,2024-01-19,56.694324,58.21116,0.0267546359667327,真视通
'000766,2024-01-19,66.10422,67.86293,0.0266051093258495,通化金马
'300101,2024-01-19,143.13757,146.80745,0.0256388312306823,振芯科技
'300012,2024-01-19,211.68877,216.99016,0.0250433218540596,华测检测
'300793,2024-01-19,26.281937,26.913298,0.0240226205549462,佳禾智能
'002291,2024-01-19,12.661012,12.965128,0.0240198808752412,星期六
'002903,2024-01-19,30.705341,31.41186,0.0230096451298163,宇环数控
'603613,2024-01-19,94.713455,96.86492,0.0227155159739448,国联股份
'603626,2024-01-19,14.515342,14.842146,0.0225143851243738,科森科技
'603030,2024-01-19,9.966188,10.190511,0.0225084054204074,全筑股份
'002186,2024-01-19,31.959507,32.678276,0.022489990224192,全 聚 德
'002388,2024-01-19,19.99214,20.426468,0.0217249379005949,新亚制程
'300795,2024-01-19,54.984234,56.168896,0.0215454852021762,米奥兰特
'603023,2024-01-19,27.940966,28.538794,0.0213961106427028,威帝股份
'603389,2024-01-19,8.2691765,8.445405,0.0213114933512422,亚振家居
'603466,2024-01-19,53.12175,54.2459,0.021161765190341,风语筑
'603798,2024-01-19,30.407553,31.048555,0.0210803546079488,康普顿
'603890,2024-01-19,28.029325,28.594458,0.0201622051191029,春秋电子
'600078,2024-01-19,55.833164,56.957233,0.0201326401634699,澄星股份
'300308,2024-01-19,505.1299,515.2668,0.0200679072848389,中际旭创
'603598,2024-01-19,35.08835,35.788845,0.019963748651618,引力传媒
'603305,2024-01-19,31.842663,32.46613,0.0195796124212349,旭升股份
'600520,2024-01-19,41.21132,42.011482,0.019416073059538,文一科技
'002587,2024-01-19,45.850506,46.733753,0.0192636260110193,奥拓电子
'002292,2024-01-19,58.422775,59.547615,0.0192534503881405,奥飞娱乐
'300302,2024-01-19,76.467766,77.90105,0.0187436363709121,同有科技
'600608,2024-01-19,402.62488,410.16895,0.0187372176304653,ST沪科
'300608,2024-01-19,49.472023,50.395103,0.0186586265130091,思特奇
'601011,2024-01-19,7.6915092,7.8320184,0.0182680923010532,宝泰隆
'603825,2024-01-19,16.546244,16.847672,0.0182173065984037,华扬联众
'600399,2024-01-19,17.25472,17.564688,0.017964243986573,ST抚钢
'002799,2024-01-19,24.23624,24.670755,0.017928317263734,环球印务
'603959,2024-01-19,17.637783,17.95302,0.0178728244927381,百利科技
'300416,2024-01-19,98.366646,100.12343,0.0178595496688989,苏试试验
'002862,2024-01-19,22.92812,23.337326,0.0178473420411268,实丰文化
'603712,2024-01-19,27.218044,27.699463,0.017687494369544,七一二
'600593,2024-01-19,38.870213,39.55206,0.0175416327150046,大连圣亚
