stock,date,score1,score2
'600847,2024-01-26,16.591543,16.561138
'600848,2024-01-26,20.444878,20.862959
'600850,2024-01-26,142.38293,148.14203
'600851,2024-01-26,56.64735,58.064293
'600853,2024-01-26,13.2201605,13.370843
'600854,2024-01-26,24.262373,24.177013
'600855,2024-01-26,17.112703,17.580753
'600857,2024-01-26,48.610558,48.68013
'600858,2024-01-26,32.112293,31.926441
'600859,2024-01-26,74.02693,74.093124
'600860,2024-01-26,13.919669,14.052894
'600861,2024-01-26,49.220512,49.58516
'600862,2024-01-26,135.34703,137.92061
'600863,2024-01-26,83.956345,84.74953
'600864,2024-01-26,51.21986,52.165184
'600865,2024-01-26,39.74825,39.891582
'600866,2024-01-26,62.794907,63.13559
'600867,2024-01-26,539.28577,548.9382
'600868,2024-01-26,47.31407,47.799847
'600869,2024-01-26,37.88662,37.79091
'600871,2024-01-26,3.2227147,3.2550864
'600872,2024-01-26,367.44022,368.9316
'600873,2024-01-26,55.56064,55.75827
'600874,2024-01-26,7.311543,7.338291
'600875,2024-01-26,33.570793,33.495132
'600876,2024-01-26,13.612787,13.410957
'600877,2024-01-26,60.299286,60.997074
'600879,2024-01-26,363.2594,370.14062
'600880,2024-01-26,111.22196,116.00166
'600881,2024-01-26,153.51357,159.48473
'600883,2024-01-26,45.09271,45.223694
'600884,2024-01-26,405.2863,399.1178
'600885,2024-01-26,149.3725,147.91267
'600886,2024-01-26,453.31372,455.83572
'600887,2024-01-26,2370.7327,2379.2124
'600888,2024-01-26,94.78115,94.63693
'600889,2024-01-26,21.62992,22.506403
'600892,2024-01-26,30.153255,30.910515
'600893,2024-01-26,126.12079,126.93504
'600894,2024-01-26,33.07095,33.38093
'600895,2024-01-26,397.55356,416.1815
'600897,2024-01-26,85.04785,84.52185
'600898,2024-01-26,5.1091995,5.3487787
'600900,2024-01-26,56.452652,56.83769
'600901,2024-01-26,8.426148,8.5008955
'600903,2024-01-26,10.802855,11.198876
'600908,2024-01-26,6.0973554,6.1223483
'600909,2024-01-26,5.5755363,5.670822
'600917,2024-01-26,7.4624543,7.5843973
'600919,2024-01-26,9.752495,9.873653
'600926,2024-01-26,23.106937,23.415234
'600928,2024-01-26,4.2023625,4.2154064
'600929,2024-01-26,6.841959,6.906133
'600933,2024-01-26,22.15271,22.39724
'600936,2024-01-26,3.6823082,3.8565524
'600939,2024-01-26,3.5802128,3.583018
'600958,2024-01-26,10.285356,10.455562
'600959,2024-01-26,4.4796524,4.6190205
'600960,2024-01-26,13.121604,13.965441
'600961,2024-01-26,8.71657,8.857215
'600962,2024-01-26,15.703333,15.83447
'600963,2024-01-26,19.349953,19.65712
'600965,2024-01-26,10.606047,10.63257
'600966,2024-01-26,33.70131,34.07668
'600967,2024-01-26,32.22404,32.647194
'600968,2024-01-26,3.050875,3.0650406
'600969,2024-01-26,10.22878,10.294193
'600970,2024-01-26,94.13004,96.723465
'600971,2024-01-26,90.64982,91.32327
'600973,2024-01-26,29.222656,29.313398
'600975,2024-01-26,53.620594,53.29518
'600976,2024-01-26,133.77344,138.10721
'600977,2024-01-26,13.048954,13.15888
'600979,2024-01-26,15.025881,15.280553
'600980,2024-01-26,22.168049,22.405792
'600981,2024-01-26,11.216316,11.735263
'600982,2024-01-26,13.035144,13.19413
'600983,2024-01-26,17.019987,16.953474
'600984,2024-01-26,6.5071583,6.621896
'600985,2024-01-26,46.120415,46.28893
'600986,2024-01-26,23.515875,25.317833
'600987,2024-01-26,45.94484,46.28963
'600988,2024-01-26,75.42227,76.63436
'600989,2024-01-26,15.939224,16.005905
'600990,2024-01-26,67.6578,69.07475
'600992,2024-01-26,16.350681,16.562141
'600993,2024-01-26,264.64136,270.04034
'600995,2024-01-26,76.85906,78.392685
'600996,2024-01-26,8.888155,9.335957
'600997,2024-01-26,25.432482,25.508545
'600998,2024-01-26,16.676798,16.888256
'600999,2024-01-26,25.91134,26.251122
'601000,2024-01-26,20.861628,21.024914
'601001,2024-01-26,28.83107,29.829391
'601002,2024-01-26,5.7292185,5.7382545
'601003,2024-01-26,20.332426,20.581694
'601005,2024-01-26,1.6717134,1.678137
'601006,2024-01-26,14.048283,14.113877
'601007,2024-01-26,12.051593,12.007461
'601008,2024-01-26,6.880528,6.956519
'601009,2024-01-26,42.440796,43.034378
'601010,2024-01-26,13.217143,13.221975
'601011,2024-01-26,8.927177,9.138176
'601012,2024-01-26,424.04395,420.02548
'601015,2024-01-26,9.558016,9.8778515
'601016,2024-01-26,7.200922,7.245863
'601018,2024-01-26,4.6032047,4.616076
'601019,2024-01-26,10.988238,11.145619
'601020,2024-01-26,13.942383,13.797439
'601021,2024-01-26,103.950935,104.06329
'601028,2024-01-26,24.55842,24.626493
'601038,2024-01-26,14.670973,14.671745
'601058,2024-01-26,54.729774,54.233803
'601066,2024-01-26,23.89343,24.723852
'601068,2024-01-26,4.4364433,4.5676436
'601069,2024-01-26,12.220164,12.284491
'601077,2024-01-26,5.11754,5.131445
'601086,2024-01-26,6.9356537,6.637823
'601088,2024-01-26,50.09549,50.936676
'601098,2024-01-26,15.567365,16.03663
'601099,2024-01-26,9.727823,9.89693
'601100,2024-01-26,176.59105,174.64711
'601101,2024-01-26,27.269672,27.424875
'601106,2024-01-26,2.8405864,2.8767571
'601107,2024-01-26,5.812855,5.8245215
'601108,2024-01-26,8.704092,9.008713
'601111,2024-01-26,8.258375,8.299834
'601113,2024-01-26,7.5859056,7.775332
'601116,2024-01-26,13.141057,13.527378
'601117,2024-01-26,7.691415,7.76863
'601118,2024-01-26,4.4375677,4.4810896
'601126,2024-01-26,35.177475,35.08763
'601127,2024-01-26,71.44476,72.56119
'601128,2024-01-26,7.8026557,7.8966537
'601137,2024-01-26,33.318043,32.760624
'601138,2024-01-26,15.087694,15.487422
'601139,2024-01-26,16.329878,16.565956
'601155,2024-01-26,22.512371,22.79689
'601158,2024-01-26,9.221238,9.228953
'601162,2024-01-26,2.8592992,2.904664
'601163,2024-01-26,16.596083,16.619488
'601166,2024-01-26,71.085106,71.637375
'601168,2024-01-26,16.608156,16.72398
'601169,2024-01-26,18.444258,18.67683
'601177,2024-01-26,9.983905,10.045647
'601179,2024-01-26,5.5213604,5.6062775
'601186,2024-01-26,9.945794,10.070454
'601188,2024-01-26,4.8038764,4.9308033
'601198,2024-01-26,9.392409,9.579798
'601199,2024-01-26,23.237823,23.410185
'601200,2024-01-26,12.22895,12.346828
'601208,2024-01-26,32.25451,32.57471
'601211,2024-01-26,18.417702,18.594767
'601212,2024-01-26,2.6663446,2.6758218
'601216,2024-01-26,56.77304,57.30904
'601218,2024-01-26,9.427842,9.29496
'601222,2024-01-26,31.46362,31.272758
'601225,2024-01-26,26.047771,26.88646
'601226,2024-01-26,9.958013,10.233682
'601228,2024-01-26,3.4051855,3.4250944
'601229,2024-01-26,19.770576,19.992493
'601231,2024-01-26,33.079647,33.172615
'601233,2024-01-26,43.28028,43.997025
'601236,2024-01-26,7.8251677,8.033134
'601238,2024-01-26,15.420894,15.619202
'601288,2024-01-26,5.819673,5.861178
'601298,2024-01-26,7.7214923,7.81261
'601311,2024-01-26,25.002918,24.750544
'601318,2024-01-26,110.715866,111.887924
'601319,2024-01-26,5.355096,5.4455767
'601326,2024-01-26,3.3556216,3.3701437
'601328,2024-01-26,11.540716,11.612513
'601330,2024-01-26,7.2518983,7.3041005
'601333,2024-01-26,3.696722,3.7209964
'601336,2024-01-26,37.6362,38.044437
'601339,2024-01-26,14.241162,14.372481
'601360,2024-01-26,17.468988,17.375208
'601366,2024-01-26,6.320359,6.306065
'601368,2024-01-26,6.163835,6.188812
'601369,2024-01-26,17.061127,16.91165
'601375,2024-01-26,4.0259953,4.0807714
'601377,2024-01-26,13.5102415,13.839167
'601388,2024-01-26,14.152975,14.162789
'601390,2024-01-26,7.0276346,7.1426396
'601398,2024-01-26,8.701067,8.75836
'601500,2024-01-26,5.3923955,5.4544153
'601512,2024-01-26,8.843799,8.883649
'601515,2024-01-26,18.722178,18.781374
'601518,2024-01-26,4.126763,4.163517
'601519,2024-01-26,20.483988,21.252462
'601555,2024-01-26,8.917503,9.234133
'601566,2024-01-26,18.386103,18.437492
'601567,2024-01-26,85.07397,85.89469
'601577,2024-01-26,8.314979,8.391403
'601579,2024-01-26,11.732546,11.638772
'601588,2024-01-26,2.773043,2.8135242
'601595,2024-01-26,29.013897,30.11341
'601598,2024-01-26,6.022802,6.112024
'601599,2024-01-26,12.881583,13.307948
'601600,2024-01-26,5.7889953,5.822097
'601601,2024-01-26,33.39971,33.979618
'601606,2024-01-26,12.037049,12.157752
'601607,2024-01-26,28.131239,28.939642
'601608,2024-01-26,5.952318,5.9867563
'601611,2024-01-26,7.2235665,7.3049393
'601615,2024-01-26,12.676916,12.750281
'601616,2024-01-26,7.5645704,7.5560102
'601618,2024-01-26,3.7389958,3.7696147
'601619,2024-01-26,3.8261418,3.8067524
'601628,2024-01-26,33.40686,34.052284
'601633,2024-01-26,80.93255,82.25751
'601636,2024-01-26,23.403563,23.283958
'601658,2024-01-26,5.2047668,5.2596664
'601666,2024-01-26,33.791325,34.157097
'601668,2024-01-26,9.302189,9.3600025
'601669,2024-01-26,5.870688,5.92605
'601677,2024-01-26,17.114292,17.262558
'601678,2024-01-26,18.917181,18.992323
'601688,2024-01-26,17.960388,18.168337
'601689,2024-01-26,99.4809,102.61094
'601698,2024-01-26,16.076176,16.570848
'601699,2024-01-26,135.41057,136.69853
'601700,2024-01-26,30.888159,30.97337
'601717,2024-01-26,29.616777,29.775616
'601718,2024-01-26,3.3204477,3.347989
'601727,2024-01-26,4.866526,4.8911333
'601766,2024-01-26,7.118244,7.16966
'601777,2024-01-26,4.800098,4.8893223
'601788,2024-01-26,18.573635,19.015919
'601798,2024-01-26,8.0030365,8.087593
'601799,2024-01-26,138.44832,141.0188
'601800,2024-01-26,9.730037,9.894206
'601801,2024-01-26,16.932634,17.653414
'601808,2024-01-26,17.320576,17.3602
'601811,2024-01-26,15.71973,16.02389
'601818,2024-01-26,4.9695425,5.0032997
'601828,2024-01-26,5.251385,5.3339396
'601838,2024-01-26,13.943185,14.14146
'601857,2024-01-26,10.746836,10.893326
'601858,2024-01-26,24.064064,26.04035
'601860,2024-01-26,3.01469,3.0281627
'601865,2024-01-26,26.534071,26.073853
'601866,2024-01-26,2.8671396,2.8808331
'601869,2024-01-26,28.39639,28.945684
'601872,2024-01-26,9.139998,9.354856
'601877,2024-01-26,37.481926,37.27031
'601878,2024-01-26,10.6700115,10.929206
'601880,2024-01-26,3.9749725,4.014292
'601881,2024-01-26,12.773235,13.079812
'601882,2024-01-26,26.004728,25.998568
'601886,2024-01-26,16.649426,17.073944
'601888,2024-01-26,172.70758,173.15456
'601890,2024-01-26,26.093586,25.985197
'601898,2024-01-26,11.906893,12.225941
'601899,2024-01-26,204.2842,205.64584
'601900,2024-01-26,14.049887,15.346792
'601901,2024-01-26,7.8396726,8.139601
'601908,2024-01-26,19.402464,19.170778
'601916,2024-01-26,3.2819588,3.3127494
'601918,2024-01-26,8.7891,8.914404
'601919,2024-01-26,19.284132,19.509418
'601928,2024-01-26,11.9194145,12.496085
'601929,2024-01-26,4.091258,4.300085
'601933,2024-01-26,28.616125,28.943443
'601939,2024-01-26,11.205805,11.286783
'601949,2024-01-26,8.156601,8.694382
'601952,2024-01-26,14.754999,14.843717
'601958,2024-01-26,14.09283,14.11529
'601965,2024-01-26,34.188084,34.730724
'601966,2024-01-26,20.670666,20.759512
'601968,2024-01-26,5.4176645,5.6632566
'601969,2024-01-26,6.7022977,6.7889
'601975,2024-01-26,1.1293219,1.1951287
'601985,2024-01-26,8.445715,8.556215
'601988,2024-01-26,7.1842437,7.2588468
'601989,2024-01-26,6.939828,7.0023518
'601990,2024-01-26,9.905351,10.058036
'601991,2024-01-26,7.8825226,7.9350953
'601992,2024-01-26,5.1812634,5.228658
'601996,2024-01-26,13.101833,12.993691
'601997,2024-01-26,9.82329,9.837188
'601998,2024-01-26,9.039712,9.188718
'601999,2024-01-26,7.956819,8.176526
'603000,2024-01-26,107.192856,113.959984
'603001,2024-01-26,10.708271,10.689003
'603002,2024-01-26,10.6828,10.84279
'603003,2024-01-26,11.746013,11.863791
'603005,2024-01-26,56.471375,57.799004
'603006,2024-01-26,27.603344,29.686872
'603007,2024-01-26,13.544904,14.842009
'603008,2024-01-26,27.273266,27.297693
'603009,2024-01-26,33.99552,35.785606
'603010,2024-01-26,50.916714,51.440094
'603011,2024-01-26,15.2473,15.473383
'603012,2024-01-26,12.720546,12.779118
'603013,2024-01-26,19.519096,19.589924
'603015,2024-01-26,20.21471,20.361128
'603016,2024-01-26,24.516647,24.443022
'603017,2024-01-26,49.55936,49.49426
'603018,2024-01-26,55.106388,55.921017
'603019,2024-01-26,144.14513,149.85817
'603020,2024-01-26,19.410786,19.525145
'603021,2024-01-26,16.482124,16.664505
'603022,2024-01-26,25.765186,25.929792
'603023,2024-01-26,33.16148,35.50416
'603025,2024-01-26,33.406487,35.190006
'603026,2024-01-26,47.001434,47.314648
'603027,2024-01-26,91.32903,90.185234
'603028,2024-01-26,13.593899,13.7817545
'603029,2024-01-26,27.525637,27.870453
'603030,2024-01-26,9.462252,9.518671
'603031,2024-01-26,65.856,66.04223
'603032,2024-01-26,32.153954,31.68299
'603033,2024-01-26,100.982666,103.93672
'603035,2024-01-26,19.716814,19.971357
'603036,2024-01-26,14.96515,15.498082
'603037,2024-01-26,39.518337,40.192177
'603038,2024-01-26,34.811848,35.158295
'603039,2024-01-26,157.8811,166.1282
'603040,2024-01-26,58.033478,59.575253
'603041,2024-01-26,19.469902,19.473642
'603042,2024-01-26,14.253946,15.027742
'603043,2024-01-26,29.809492,29.407253
'603050,2024-01-26,31.129913,30.982603
'603053,2024-01-26,11.304561,11.488525
'603055,2024-01-26,17.096533,16.94798
'603056,2024-01-26,14.822695,14.810155
'603058,2024-01-26,10.095148,10.212443
'603059,2024-01-26,29.955465,29.88045
'603060,2024-01-26,31.923347,32.043877
'603063,2024-01-26,24.122944,24.043571
'603066,2024-01-26,34.4673,35.594112
'603067,2024-01-26,21.030792,21.050411
'603068,2024-01-26,28.220657,28.783133
'603069,2024-01-26,17.439215,18.270529
'603076,2024-01-26,37.061295,37.194042
'603077,2024-01-26,32.617535,32.702545
'603078,2024-01-26,79.99949,82.2785
'603079,2024-01-26,29.951847,29.56316
'603080,2024-01-26,17.416523,17.665668
'603081,2024-01-26,13.0526905,13.177475
'603083,2024-01-26,76.94862,82.5136
'603085,2024-01-26,26.759983,26.654564
'603086,2024-01-26,33.895187,33.77174
'603088,2024-01-26,48.35165,48.36537
'603089,2024-01-26,24.067759,24.096443
'603090,2024-01-26,23.22847,23.7894
'603093,2024-01-26,11.658865,11.972648
'603096,2024-01-26,27.527695,27.964605
'603098,2024-01-26,16.635635,16.477406
'603099,2024-01-26,17.346313,21.08902
'603100,2024-01-26,28.414927,28.858896
'603101,2024-01-26,13.570959,13.544248
'603103,2024-01-26,24.241648,25.334711
'603105,2024-01-26,11.540512,11.407021
'603106,2024-01-26,14.592977,14.940335
'603108,2024-01-26,105.86819,111.25182
'603109,2024-01-26,24.346216,24.147152
'603110,2024-01-26,47.74607,50.45119
'603111,2024-01-26,14.723744,14.762202
'603113,2024-01-26,9.288401,9.4457445
'603115,2024-01-26,17.158073,17.200003
'603116,2024-01-26,11.379386,11.368878
'603117,2024-01-26,5.022151,5.0431223
'603118,2024-01-26,21.417242,22.14639
'603121,2024-01-26,19.142641,19.589327
'603123,2024-01-26,11.327676,11.642852
'603126,2024-01-26,10.9114685,11.079211
'603127,2024-01-26,175.62425,175.45663
'603128,2024-01-26,22.160397,22.86144
'603129,2024-01-26,100.60123,100.41697
'603131,2024-01-26,42.062084,41.530933
'603133,2024-01-26,7.227616,7.303845
'603136,2024-01-26,41.62101,42.09352
'603138,2024-01-26,49.805935,52.547615
'603139,2024-01-26,19.033108,19.375387
'603156,2024-01-26,71.55855,71.74641
'603158,2024-01-26,38.732777,38.213604
'603159,2024-01-26,23.638866,24.024769
'603160,2024-01-26,66.791405,68.2697
'603161,2024-01-26,16.339075,17.412546
'603165,2024-01-26,28.122488,28.061338
'603166,2024-01-26,10.1771,10.202291
'603167,2024-01-26,11.743065,11.933864
'603168,2024-01-26,56.19433,56.91082
'603169,2024-01-26,9.964521,10.087592
'603177,2024-01-26,11.659578,12.121142
'603178,2024-01-26,41.2755,41.374794
'603179,2024-01-26,118.369385,117.37485
'603180,2024-01-26,55.25448,55.694374
'603181,2024-01-26,32.317055,32.722477
'603183,2024-01-26,22.741943,22.849236
'603185,2024-01-26,126.683624,124.920685
'603186,2024-01-26,33.51528,33.99764
'603187,2024-01-26,60.708717,61.423683
'603188,2024-01-26,11.181784,11.147139
'603189,2024-01-26,16.613113,17.096577
'603192,2024-01-26,27.001854,26.996275
'603196,2024-01-26,14.221729,14.3569355
'603197,2024-01-26,77.88737,78.41522
'603198,2024-01-26,68.620224,68.99208
'603199,2024-01-26,27.446636,27.628414
'603200,2024-01-26,49.809185,50.64366
'603203,2024-01-26,79.15548,81.14709
'603208,2024-01-26,72.709465,72.46357
'603214,2024-01-26,25.00029,24.955341
'603217,2024-01-26,42.631874,43.51919
'603218,2024-01-26,23.852615,23.867601
'603220,2024-01-26,31.225426,32.306778
'603222,2024-01-26,22.452497,23.09888
'603223,2024-01-26,38.475418,38.323322
'603225,2024-01-26,26.960047,27.321754
'603226,2024-01-26,28.059952,27.946308
'603227,2024-01-26,14.42871,14.610185
'603228,2024-01-26,45.45172,46.109573
'603229,2024-01-26,41.70284,43.35866
'603232,2024-01-26,46.272087,47.109394
'603233,2024-01-26,72.82276,73.40398
'603236,2024-01-26,143.00682,145.31639
'603238,2024-01-26,21.460972,21.323992
'603239,2024-01-26,52.229347,52.45157
'603256,2024-01-26,8.296848,8.273976
'603258,2024-01-26,25.146214,26.234386
'603259,2024-01-26,175.09987,175.80751
'603260,2024-01-26,74.28257,73.473274
'603266,2024-01-26,52.89458,52.30291
'603267,2024-01-26,67.95487,70.11027
'603268,2024-01-26,24.84673,25.555597
'603269,2024-01-26,22.731592,22.812042
'603277,2024-01-26,28.529554,28.953293
'603278,2024-01-26,17.110065,17.400259
'603279,2024-01-26,33.055077,33.085854
'603283,2024-01-26,69.79095,71.28087
'603286,2024-01-26,24.346834,24.855068
'603288,2024-01-26,297.17212,296.76785
'603289,2024-01-26,14.271777,14.626278
'603297,2024-01-26,118.33771,121.9484
'603298,2024-01-26,36.200264,36.032856
'603299,2024-01-26,9.406938,9.475188
'603300,2024-01-26,34.742054,35.34216
'603301,2024-01-26,56.08417,56.848675
'603303,2024-01-26,28.866846,28.580057
'603305,2024-01-26,37.234543,36.647816
'603306,2024-01-26,53.16296,55.643707
'603308,2024-01-26,19.218786,19.734276
'603309,2024-01-26,39.133236,38.89049
'603311,2024-01-26,11.397521,11.41426
'603313,2024-01-26,19.572922,19.693336
'603315,2024-01-26,26.722204,27.325562
'603316,2024-01-26,9.023237,9.112236
'603317,2024-01-26,33.205963,33.673286
'603318,2024-01-26,22.067272,22.741413
'603319,2024-01-26,43.25687,43.482758
'603320,2024-01-26,20.91429,20.998016
'603321,2024-01-26,8.899166,8.945608
'603322,2024-01-26,72.26221,71.145966
'603323,2024-01-26,7.238213,7.2472796
'603327,2024-01-26,22.669844,22.993505
'603328,2024-01-26,23.605368,23.798227
'603329,2024-01-26,16.693727,16.84817
'603330,2024-01-26,38.906784,38.655178
'603331,2024-01-26,18.912008,19.093279
'603332,2024-01-26,22.78865,22.046547
'603333,2024-01-26,8.683484,8.219439
'603335,2024-01-26,11.30337,11.353625
'603336,2024-01-26,22.394989,22.503998
'603337,2024-01-26,49.217693,49.511574
'603338,2024-01-26,354.08676,354.47925
'603339,2024-01-26,18.52764,18.471567
'603345,2024-01-26,103.20113,102.28813
'603348,2024-01-26,36.489426,36.089012
'603351,2024-01-26,52.82179,53.649635
'603355,2024-01-26,38.079414,38.315224
'603356,2024-01-26,14.507235,14.634131
'603357,2024-01-26,17.409637,17.53095
'603358,2024-01-26,68.66334,67.769806
'603359,2024-01-26,16.199167,16.39817
'603360,2024-01-26,34.606216,34.743797
'603363,2024-01-26,7.5306067,8.44178
'603365,2024-01-26,17.73461,18.020924
'603366,2024-01-26,15.443217,15.258475
'603367,2024-01-26,16.400946,16.275032
'603368,2024-01-26,56.801754,57.955296
'603369,2024-01-26,123.5462,124.984344
'603377,2024-01-26,8.832413,9.254227
'603378,2024-01-26,18.677792,18.882313
'603379,2024-01-26,46.30961,47.16486
'603380,2024-01-26,24.94815,25.063953
'603383,2024-01-26,93.380104,98.57165
'603385,2024-01-26,11.984991,11.947694
'603386,2024-01-26,19.823612,19.730713
'603387,2024-01-26,45.778645,46.861225
'603388,2024-01-26,23.286184,25.427013
'603389,2024-01-26,8.084196,8.435125
'603390,2024-01-26,9.927723,10.233218
'603393,2024-01-26,78.65305,79.258095
'603396,2024-01-26,73.00487,71.95542
'603398,2024-01-26,57.22036,57.41013
'603399,2024-01-26,14.737183,15.0653305
'603416,2024-01-26,50.236332,51.72889
'603421,2024-01-26,13.423821,13.692932
'603429,2024-01-26,60.360233,60.957302
'603444,2024-01-26,301.91486,312.29395
'603456,2024-01-26,86.68232,88.8641
'603458,2024-01-26,26.392853,26.261715
'603466,2024-01-26,57.639416,58.705856
'603477,2024-01-26,36.03738,35.803043
'603486,2024-01-26,58.949234,58.513584
'603488,2024-01-26,16.188765,16.093033
'603489,2024-01-26,77.0118,80.75673
'603496,2024-01-26,79.75122,82.70605
'603499,2024-01-26,21.004889,22.311655
'603500,2024-01-26,25.15896,24.82258
'603501,2024-01-26,132.62883,136.34077
'603505,2024-01-26,67.99117,68.391365
'603506,2024-01-26,28.765705,29.359503
'603507,2024-01-26,25.610792,25.390442
'603508,2024-01-26,33.74172,34.52743
'603515,2024-01-26,26.071129,26.101116
'603516,2024-01-26,42.718628,43.360973
'603517,2024-01-26,39.43261,39.83285
'603518,2024-01-26,14.66102,14.912205
'603519,2024-01-26,55.364967,55.153152
'603520,2024-01-26,41.205654,42.568222
'603527,2024-01-26,22.622036,22.656809
'603530,2024-01-26,19.435541,19.026314
'603533,2024-01-26,19.40135,20.448296
'603535,2024-01-26,26.503605,26.563671
'603538,2024-01-26,31.04657,32.40971
'603555,2024-01-26,3.4271576,3.4876978
'603556,2024-01-26,40.39004,41.18122
'603557,2024-01-26,2.6441112,2.7318196
'603558,2024-01-26,42.94969,42.88819
'603559,2024-01-26,11.66125,12.063983
'603566,2024-01-26,46.433678,47.0026
'603567,2024-01-26,26.163694,26.593897
'603568,2024-01-26,60.432182,60.79682
'603569,2024-01-26,18.227428,19.072304
'603577,2024-01-26,21.55039,21.405523
'603578,2024-01-26,26.786964,26.747225
'603579,2024-01-26,51.99041,51.38464
'603580,2024-01-26,29.251638,28.902372
'603583,2024-01-26,59.344555,58.649143
'603585,2024-01-26,31.447006,31.247503
'603586,2024-01-26,18.635769,19.119854
'603587,2024-01-26,22.084457,21.94221
'603588,2024-01-26,40.96691,42.36004
'603589,2024-01-26,52.19806,51.97949
'603590,2024-01-26,37.63314,39.013763
'603595,2024-01-26,65.00706,67.01892
'603596,2024-01-26,63.853825,65.577995
'603598,2024-01-26,36.376484,37.800873
'603599,2024-01-26,64.82024,65.018745
'603600,2024-01-26,32.980305,32.631268
'603601,2024-01-26,59.20697,59.2919
'603602,2024-01-26,37.036663,37.440372
'603603,2024-01-26,1.4667716,2.07169
'603605,2024-01-26,196.1624,192.11116
'603606,2024-01-26,160.77708,162.03053
'603607,2024-01-26,36.189156,35.72667
'603608,2024-01-26,9.20737,9.310693
'603609,2024-01-26,14.257888,14.273775
'603610,2024-01-26,30.8227,30.73823
'603611,2024-01-26,59.98105,59.179382
'603613,2024-01-26,99.63463,114.13201
'603615,2024-01-26,17.842827,18.021875
'603616,2024-01-26,11.115177,11.154711
'603617,2024-01-26,25.76182,26.11847
'603618,2024-01-26,20.27597,20.056206
'603619,2024-01-26,19.21447,19.27448
'603626,2024-01-26,16.660727,17.274973
'603628,2024-01-26,16.488113,18.088863
'603629,2024-01-26,54.882637,55.501244
'603630,2024-01-26,21.083086,21.193176
'603633,2024-01-26,24.558456,24.808039
'603636,2024-01-26,59.488956,62.201164
'603637,2024-01-26,22.83852,23.00493
'603638,2024-01-26,70.58283,71.96841
'603639,2024-01-26,50.35789,50.143448
'603648,2024-01-26,10.814888,11.158944
'603650,2024-01-26,32.289036,32.793583
'603655,2024-01-26,21.232134,20.706718
'603656,2024-01-26,29.821676,30.551487
'603657,2024-01-26,24.812452,24.16316
'603659,2024-01-26,85.502556,85.393875
'603661,2024-01-26,58.344112,61.755764
'603662,2024-01-26,75.75613,78.81944
'603663,2024-01-26,29.967447,31.852503
'603665,2024-01-26,38.7042,40.744297
'603666,2024-01-26,79.973434,83.74331
'603667,2024-01-26,27.35369,28.303045
'603668,2024-01-26,24.977085,25.204239
'603669,2024-01-26,18.08453,18.261759
'603676,2024-01-26,10.737647,10.958899
'603677,2024-01-26,38.125023,37.947296
'603678,2024-01-26,67.26048,67.69036
'603679,2024-01-26,20.51762,20.42933
'603680,2024-01-26,18.292889,18.582949
'603681,2024-01-26,15.676294,15.506049
'603683,2024-01-26,18.721634,18.859573
'603685,2024-01-26,27.037565,27.010025
'603686,2024-01-26,33.91549,33.79892
'603687,2024-01-26,11.268589,11.144095
'603688,2024-01-26,129.71371,129.42847
'603689,2024-01-26,13.099313,13.463666
'603690,2024-01-26,30.839775,30.839926
'603693,2024-01-26,15.226126,15.127561
'603696,2024-01-26,23.390186,23.396128
'603697,2024-01-26,14.596906,14.392913
'603698,2024-01-26,19.159103,19.438528
'603699,2024-01-26,17.236069,17.223717
'603700,2024-01-26,20.9953,20.815834
'603701,2024-01-26,51.495537,52.018707
'603703,2024-01-26,42.022,42.840683
'603706,2024-01-26,19.31503,19.41143
'603707,2024-01-26,55.257256,56.549297
'603708,2024-01-26,25.559528,25.735928
'603709,2024-01-26,21.699453,22.233734
'603711,2024-01-26,16.571152,16.663874
'603712,2024-01-26,30.351599,30.802229
'603713,2024-01-26,51.142933,51.975452
'603716,2024-01-26,38.12226,39.156372
'603717,2024-01-26,10.847246,10.725053
'603718,2024-01-26,24.014736,24.269064
'603721,2024-01-26,32.951077,35.95212
'603722,2024-01-26,48.86446,49.012203
'603725,2024-01-26,14.917156,15.848383
'603726,2024-01-26,33.506947,33.546658
'603727,2024-01-26,13.482142,13.633398
'603728,2024-01-26,74.69083,79.66378
'603729,2024-01-26,43.042152,42.338547
'603733,2024-01-26,17.34503,17.612116
'603737,2024-01-26,226.0689,229.6543
'603738,2024-01-26,74.94923,75.31832
'603739,2024-01-26,21.264164,20.557602
'603755,2024-01-26,27.791437,27.559946
'603757,2024-01-26,52.96626,52.740185
'603758,2024-01-26,12.564715,12.704856
'603766,2024-01-26,15.903342,16.067087
'603767,2024-01-26,21.636255,22.124418
'603768,2024-01-26,18.315435,18.37061
'603773,2024-01-26,51.26588,53.148586
'603776,2024-01-26,35.23217,35.622047
'603777,2024-01-26,20.06275,19.951538
'603778,2024-01-26,32.746193,32.793457
'603779,2024-01-26,14.895349,14.936134
'603786,2024-01-26,67.955154,69.61023
'603787,2024-01-26,13.509583,13.953718
'603788,2024-01-26,26.937346,27.211163
'603789,2024-01-26,13.27817,13.833962
'603790,2024-01-26,18.598938,18.75264
'603797,2024-01-26,12.272276,12.252003
'603798,2024-01-26,28.168184,27.85289
'603799,2024-01-26,75.59555,74.99716
'603800,2024-01-26,27.480001,26.983501
'603801,2024-01-26,50.25048,50.249737
'603803,2024-01-26,8.4543085,8.841069
'603806,2024-01-26,105.01781,105.563324
'603808,2024-01-26,21.981792,22.108046
'603809,2024-01-26,43.08347,43.873806
