stock,date,score1,score2
'603810,2024-01-26,26.534525,29.125381
'603811,2024-01-26,41.818905,42.803543
'603813,2024-01-26,17.066181,17.1442
'603815,2024-01-26,8.531903,8.477191
'603816,2024-01-26,72.75582,71.851295
'603818,2024-01-26,11.019379,11.090372
'603819,2024-01-26,26.9448,27.017437
'603822,2024-01-26,28.603354,28.574305
'603823,2024-01-26,19.261358,19.419884
'603825,2024-01-26,17.525663,18.38672
'603826,2024-01-26,71.57287,74.39414
'603828,2024-01-26,17.542734,17.548912
'603829,2024-01-26,16.154669,16.04324
'603833,2024-01-26,102.38473,102.91749
'603838,2024-01-26,14.813212,14.932324
'603839,2024-01-26,14.832926,15.188585
'603843,2024-01-26,5.117432,5.0888944
'603848,2024-01-26,16.92121,16.59869
'603855,2024-01-26,22.652096,22.975405
'603856,2024-01-26,16.833391,16.928019
'603858,2024-01-26,39.115295,39.688065
'603859,2024-01-26,36.84806,37.179337
'603860,2024-01-26,30.663057,32.026367
'603861,2024-01-26,10.21193,10.51197
'603863,2024-01-26,33.731377,36.27765
'603866,2024-01-26,32.59344,32.252693
'603867,2024-01-26,41.88614,42.26717
'603868,2024-01-26,58.77369,59.424816
'603869,2024-01-26,13.703681,14.3421955
'603871,2024-01-26,122.38083,126.811615
'603876,2024-01-26,22.631075,22.491058
'603877,2024-01-26,20.950583,20.422293
'603878,2024-01-26,24.324448,24.407347
'603879,2024-01-26,16.108397,16.204838
'603880,2024-01-26,15.042172,15.134226
'603881,2024-01-26,37.091095,37.843437
'603882,2024-01-26,60.25701,62.799164
'603883,2024-01-26,58.58187,59.06553
'603885,2024-01-26,36.7878,37.380703
'603886,2024-01-26,23.586819,23.38319
'603887,2024-01-26,18.79932,19.068155
'603888,2024-01-26,62.045082,64.82647
'603889,2024-01-26,46.87679,47.106133
'603890,2024-01-26,30.783297,31.805696
'603895,2024-01-26,36.230343,35.977142
'603896,2024-01-26,42.544067,42.96371
'603897,2024-01-26,22.506765,22.082691
'603898,2024-01-26,40.10788,39.718746
'603899,2024-01-26,75.834274,76.96896
'603900,2024-01-26,11.81644,11.712954
'603901,2024-01-26,45.626125,46.9206
'603903,2024-01-26,20.468332,21.393778
'603906,2024-01-26,25.135569,24.72053
'603908,2024-01-26,41.99925,42.50134
'603909,2024-01-26,29.139774,29.315748
'603912,2024-01-26,24.659357,25.273958
'603915,2024-01-26,22.15157,22.737715
'603916,2024-01-26,14.178381,14.291942
'603917,2024-01-26,24.772123,25.043339
'603918,2024-01-26,58.303425,63.49108
'603919,2024-01-26,42.44109,42.279655
'603920,2024-01-26,25.497044,25.886694
'603922,2024-01-26,25.673119,25.939955
'603926,2024-01-26,22.469276,22.827816
'603927,2024-01-26,41.14286,42.4277
'603928,2024-01-26,14.734075,14.766279
'603929,2024-01-26,23.937975,24.188221
'603933,2024-01-26,30.485966,30.90256
'603936,2024-01-26,19.362942,19.794136
'603937,2024-01-26,13.488249,13.390235
'603938,2024-01-26,44.344975,45.58271
'603939,2024-01-26,204.61559,205.42911
'603955,2024-01-26,19.478695,20.190765
'603956,2024-01-26,8.464673,8.560791
'603958,2024-01-26,8.405808,10.97938
'603959,2024-01-26,17.243025,17.286951
'603960,2024-01-26,43.780075,44.9571
'603963,2024-01-26,25.248653,25.75574
'603966,2024-01-26,19.340872,19.168493
'603967,2024-01-26,15.059449,15.368351
'603968,2024-01-26,35.59715,35.699547
'603969,2024-01-26,26.498142,26.98129
'603970,2024-01-26,33.549034,35.033955
'603976,2024-01-26,28.759611,29.030695
'603977,2024-01-26,20.908504,20.615461
'603978,2024-01-26,32.721912,32.34347
'603979,2024-01-26,58.744576,58.84755
'603980,2024-01-26,8.448684,8.360517
'603982,2024-01-26,14.124829,14.589024
'603983,2024-01-26,27.02557,27.683607
'603985,2024-01-26,99.681946,104.050545
'603986,2024-01-26,464.3558,478.73154
'603987,2024-01-26,21.027449,21.461287
'603988,2024-01-26,38.65133,38.519222
'603989,2024-01-26,46.905285,47.671535
'603990,2024-01-26,37.98228,38.26908
'603991,2024-01-26,44.952217,45.724987
'603992,2024-01-26,19.33812,18.913105
'603993,2024-01-26,17.019129,17.207436
'603995,2024-01-26,29.508045,30.309137
'603997,2024-01-26,20.467955,20.770575
'603998,2024-01-26,45.99542,45.977673
'603999,2024-01-26,16.354897,16.483414
'000001,2024-01-26,1739.3292,1748.3804
'000002,2024-01-26,2465.9626,2488.9722
'000004,2024-01-26,58.603977,59.96148
'000005,2024-01-26,3.0930457,4.403005
'000006,2024-01-26,228.86496,235.10938
'000007,2024-01-26,65.29127,67.407585
'000008,2024-01-26,60.817036,61.79552
'000009,2024-01-26,113.55097,113.81283
'000010,2024-01-26,42.803387,42.15349
'000011,2024-01-26,27.184515,28.061102
'000012,2024-01-26,154.04619,153.19977
'000014,2024-01-26,101.13603,104.213234
'000016,2024-01-26,75.09698,77.87625
'000017,2024-01-26,10.013707,18.64561
'000019,2024-01-26,32.85095,33.08882
'000020,2024-01-26,21.639986,24.918453
'000021,2024-01-26,196.01054,203.31354
'000023,2024-01-26,12.975734,13.065558
'000025,2024-01-26,30.2214,31.17297
'000026,2024-01-26,86.62062,87.66403
'000027,2024-01-26,98.328415,98.47558
'000028,2024-01-26,116.12402,117.02999
'000029,2024-01-26,16.337288,16.734468
'000030,2024-01-26,13.15458,13.297809
'000031,2024-01-26,35.442036,36.074482
'000032,2024-01-26,51.545246,53.380844
'000034,2024-01-26,82.777306,83.760826
'000035,2024-01-26,24.05629,24.722143
'000036,2024-01-26,35.80602,36.508972
'000037,2024-01-26,42.98918,45.10273
'000039,2024-01-26,336.5981,338.85828
'000040,2024-01-26,15.138235,14.99014
'000042,2024-01-26,80.401695,81.82585
'000045,2024-01-26,22.875456,23.173841
'000048,2024-01-26,175.02832,184.12468
'000049,2024-01-26,176.85847,178.33379
'000050,2024-01-26,62.376648,63.576393
'000055,2024-01-26,50.475227,50.063034
'000056,2024-01-26,12.368232,12.725779
'000058,2024-01-26,18.15769,19.563425
'000059,2024-01-26,7.3832307,7.5356517
'000060,2024-01-26,182.34555,182.72665
'000061,2024-01-26,180.2319,183.01357
'000062,2024-01-26,78.69181,79.71727
'000063,2024-01-26,347.2804,348.98877
'000065,2024-01-26,148.42522,151.42899
'000066,2024-01-26,76.69735,80.687225
'000068,2024-01-26,7.698865,8.459134
'000069,2024-01-26,153.57175,154.37471
'000070,2024-01-26,18.27867,21.026705
'000078,2024-01-26,65.05573,64.86857
'000088,2024-01-26,32.33194,33.153625
'000089,2024-01-26,47.781734,48.198883
'000090,2024-01-26,29.22289,29.791008
'000096,2024-01-26,21.023378,21.251348
'000099,2024-01-26,27.27212,27.29507
'000100,2024-01-26,11.055143,11.126732
'000151,2024-01-26,21.05142,22.063204
'000153,2024-01-26,38.74197,39.671307
'000155,2024-01-26,14.147311,14.071273
'000156,2024-01-26,9.193706,9.414842
'000157,2024-01-26,341.1098,348.50244
'000158,2024-01-26,20.021883,20.271858
'000159,2024-01-26,20.896166,21.036911
'000166,2024-01-26,6.6425295,6.727427
'000301,2024-01-26,18.089699,18.331623
'000333,2024-01-26,245.02432,248.8022
'000338,2024-01-26,258.88876,262.3678
'000400,2024-01-26,122.89569,124.19223
'000401,2024-01-26,30.296293,30.95313
'000402,2024-01-26,140.08643,141.18864
'000403,2024-01-26,172.32196,174.80196
'000404,2024-01-26,25.032112,24.917255
'000407,2024-01-26,45.523632,45.973316
'000408,2024-01-26,219.41026,220.30615
'000409,2024-01-26,18.772604,20.193197
'000410,2024-01-26,16.721672,16.850624
'000411,2024-01-26,27.215796,28.08646
'000413,2024-01-26,7.492414,7.550237
'000415,2024-01-26,35.916786,36.515022
'000416,2024-01-26,23.926105,23.855032
'000417,2024-01-26,90.378876,91.00846
'000419,2024-01-26,65.39739,66.65778
'000420,2024-01-26,14.001282,13.822096
'000421,2024-01-26,57.70782,59.2633
'000422,2024-01-26,150.42671,150.52856
'000423,2024-01-26,546.4789,550.321
'000425,2024-01-26,211.83415,211.70177
'000426,2024-01-26,160.64445,162.40677
'000428,2024-01-26,41.669403,40.682446
'000429,2024-01-26,23.369522,23.562393
'000430,2024-01-26,30.588753,30.458195
'000488,2024-01-26,29.910192,29.992554
'000498,2024-01-26,12.15178,12.2749
'000501,2024-01-26,43.590954,43.961384
'000503,2024-01-26,105.037636,107.79175
'000504,2024-01-26,31.484558,32.433636
'000505,2024-01-26,21.414618,21.472275
'000506,2024-01-26,9.323115,9.523979
'000507,2024-01-26,33.94152,34.29224
'000509,2024-01-26,47.839104,49.179153
'000510,2024-01-26,66.90721,66.574295
'000513,2024-01-26,328.45303,329.94235
'000514,2024-01-26,22.340471,22.928888
'000516,2024-01-26,421.19223,427.73428
'000517,2024-01-26,34.405952,34.912903
'000518,2024-01-26,24.803516,25.484287
'000519,2024-01-26,96.99731,98.83392
'000520,2024-01-26,18.74052,19.082848
'000521,2024-01-26,26.739206,28.298859
'000523,2024-01-26,22.254044,22.891333
'000524,2024-01-26,31.349262,31.07884
'000525,2024-01-26,50.434128,50.30043
'000526,2024-01-26,120.23472,125.09979
'000529,2024-01-26,28.460976,28.873747
'000530,2024-01-26,39.349277,39.42555
'000531,2024-01-26,84.87954,86.22881
'000532,2024-01-26,71.11549,76.52385
'000533,2024-01-26,9.791792,9.728611
'000534,2024-01-26,44.634716,45.071026
'000536,2024-01-26,18.299898,18.658094
'000537,2024-01-26,58.051895,58.09992
'000538,2024-01-26,1542.7078,1541.4568
'000539,2024-01-26,56.90261,57.16131
'000541,2024-01-26,117.964836,118.98818
'000543,2024-01-26,23.376364,23.897963
'000544,2024-01-26,30.458546,30.48316
'000545,2024-01-26,16.317575,16.191877
'000546,2024-01-26,19.959597,19.543175
'000547,2024-01-26,110.542175,113.686584
'000548,2024-01-26,23.738409,24.163584
'000550,2024-01-26,41.09864,41.87493
'000551,2024-01-26,77.201775,77.94336
'000552,2024-01-26,22.779497,23.078228
'000553,2024-01-26,28.68291,29.350546
'000554,2024-01-26,35.97553,37.3796
'000555,2024-01-26,33.59643,34.75453
'000557,2024-01-26,47.545177,47.62823
'000558,2024-01-26,22.492285,22.19031
'000559,2024-01-26,198.01468,200.56212
'000560,2024-01-26,9.936942,10.180891
'000561,2024-01-26,21.487495,22.364561
'000563,2024-01-26,54.60351,55.09538
'000564,2024-01-26,17.483244,18.353376
'000565,2024-01-26,61.682045,62.775143
'000566,2024-01-26,35.416462,36.647053
'000567,2024-01-26,84.84223,86.88377
'000568,2024-01-26,3576.2097,3591.9065
'000570,2024-01-26,20.34248,22.199844
'000571,2024-01-26,26.511171,26.77049
'000572,2024-01-26,17.164022,17.587275
'000573,2024-01-26,31.792313,32.09511
'000576,2024-01-26,63.591362,64.769585
'000581,2024-01-26,75.65451,76.39921
'000582,2024-01-26,41.36123,41.524834
'000584,2024-01-26,14.247219,14.597553
'000586,2024-01-26,37.93704,38.49005
'000589,2024-01-26,31.283875,30.971464
'000590,2024-01-26,35.377197,37.749218
'000591,2024-01-26,82.04505,81.83355
'000592,2024-01-26,16.576624,16.937115
'000593,2024-01-26,43.647495,43.971745
'000595,2024-01-26,29.136082,29.590815
'000596,2024-01-26,464.6696,466.11374
'000597,2024-01-26,18.824707,19.258589
'000598,2024-01-26,194.57329,195.9375
'000599,2024-01-26,20.448565,20.340414
'000600,2024-01-26,29.822483,30.296051
'000601,2024-01-26,72.885796,73.76458
'000603,2024-01-26,47.271225,50.43336
'000605,2024-01-26,23.252396,23.664373
'000607,2024-01-26,16.361706,16.95748
'000608,2024-01-26,26.595251,27.00814
'000609,2024-01-26,31.706537,34.412895
'000612,2024-01-26,51.63702,51.7337
'000615,2024-01-26,40.562187,41.146973
'000617,2024-01-26,32.210052,32.844696
'000619,2024-01-26,48.279564,48.238403
'000620,2024-01-26,4.2492423,4.2342887
'000622,2024-01-26,10.676092,10.738461
'000623,2024-01-26,369.22626,376.58844
'000625,2024-01-26,139.4837,143.44252
'000626,2024-01-26,61.799557,62.342506
'000627,2024-01-26,65.450226,67.11103
'000628,2024-01-26,153.61253,153.51901
'000629,2024-01-26,15.87048,15.880807
'000630,2024-01-26,110.92639,111.217545
'000631,2024-01-26,40.95627,41.294773
'000632,2024-01-26,39.885136,40.21359
'000633,2024-01-26,55.79877,55.782177
'000635,2024-01-26,27.858328,26.889727
'000636,2024-01-26,235.81194,241.41881
'000637,2024-01-26,50.451157,51.372795
'000638,2024-01-26,31.21563,30.207886
'000639,2024-01-26,37.143665,37.04256
'000650,2024-01-26,206.34077,207.24623
'000651,2024-01-26,6688.4287,6683.8633
'000652,2024-01-26,92.553734,95.755646
'000655,2024-01-26,47.769794,48.02316
'000656,2024-01-26,19.634293,19.717728
'000657,2024-01-26,54.34569,54.272495
'000659,2024-01-26,40.89212,41.711685
'000661,2024-01-26,1157.6681,1186.2557
'000663,2024-01-26,34.434338,34.853706
'000665,2024-01-26,26.195133,27.875116
'000668,2024-01-26,34.86027,35.027275
'000669,2024-01-26,9.130257,9.542985
'000670,2024-01-26,87.9691,90.247765
'000672,2024-01-26,82.11919,81.741
'000676,2024-01-26,77.1184,78.655235
'000677,2024-01-26,51.24523,50.408756
'000678,2024-01-26,33.14937,32.657814
'000679,2024-01-26,29.766308,30.068327
'000680,2024-01-26,28.848507,28.768778
'000681,2024-01-26,54.740307,57.00296
'000682,2024-01-26,115.54258,115.78264
'000683,2024-01-26,38.388794,40.07107
'000685,2024-01-26,86.68735,86.73025
'000686,2024-01-26,123.17336,123.91172
'000688,2024-01-26,57.189137,58.908497
'000690,2024-01-26,219.23048,220.85228
'000691,2024-01-26,15.723025,16.215942
'000692,2024-01-26,18.32063,18.128681
'000695,2024-01-26,21.820374,22.16681
'000697,2024-01-26,14.607676,14.411877
'000698,2024-01-26,10.960992,10.798348
'000700,2024-01-26,81.1253,81.8391
'000701,2024-01-26,9.007915,9.325618
'000702,2024-01-26,16.09242,15.951026
'000703,2024-01-26,52.89571,52.91289
'000705,2024-01-26,50.791336,53.104847
'000707,2024-01-26,20.128317,20.303522
'000708,2024-01-26,54.52823,54.533386
'000709,2024-01-26,25.881214,26.027576
'000710,2024-01-26,28.508768,30.002293
'000711,2024-01-26,14.992937,15.234305
'000712,2024-01-26,131.19174,134.77725
'000713,2024-01-26,38.11564,39.19819
'000715,2024-01-26,32.27432,31.117386
'000716,2024-01-26,23.345436,22.941772
'000717,2024-01-26,11.813732,12.042027
'000718,2024-01-26,34.83279,35.199482
'000719,2024-01-26,43.323074,45.80501
'000720,2024-01-26,23.421404,23.866993
'000721,2024-01-26,49.227352,48.74335
'000722,2024-01-26,44.70281,47.771313
'000723,2024-01-26,47.14727,48.47983
'000725,2024-01-26,14.044216,14.128598
'000726,2024-01-26,49.344357,49.292576
'000727,2024-01-26,10.202323,10.248886
'000728,2024-01-26,21.909908,22.28265
'000729,2024-01-26,63.956745,63.971138
'000731,2024-01-26,96.918205,98.05283
'000733,2024-01-26,104.19627,106.40799
'000735,2024-01-26,39.10773,39.557102
'000736,2024-01-26,40.31267,42.421623
'000737,2024-01-26,16.008171,16.046545
'000738,2024-01-26,28.740566,29.33045
'000739,2024-01-26,153.7139,155.41225
'000750,2024-01-26,37.61887,38.904804
'000751,2024-01-26,10.668395,10.7207365
'000752,2024-01-26,29.0487,29.645466
'000753,2024-01-26,34.029793,35.03747
'000755,2024-01-26,8.463751,8.582633
'000756,2024-01-26,27.13082,27.777172
'000757,2024-01-26,24.092257,25.001692
'000758,2024-01-26,56.749676,56.95458
'000759,2024-01-26,28.956406,30.715263
'000761,2024-01-26,6.7635956,6.9004555
'000762,2024-01-26,170.9374,164.98462
'000766,2024-01-26,70.82689,76.9816
'000767,2024-01-26,27.141045,27.42859
'000768,2024-01-26,149.69186,151.16995
'000776,2024-01-26,89.513145,89.62086
'000777,2024-01-26,73.39202,73.38463
'000778,2024-01-26,47.703403,47.98231
'000779,2024-01-26,27.96425,27.96532
'000782,2024-01-26,18.390757,18.45687
'000783,2024-01-26,37.51795,38.33061
'000785,2024-01-26,15.046027,15.097594
'000786,2024-01-26,324.2282,333.08896
'000788,2024-01-26,24.908346,25.362514
'000789,2024-01-26,45.050865,45.046707
'000790,2024-01-26,48.4768,49.75739
'000791,2024-01-26,15.790647,16.046541
'000792,2024-01-26,125.822174,126.09167
'000793,2024-01-26,18.994543,20.230326
'000795,2024-01-26,21.173681,21.745907
'000796,2024-01-26,15.047477,14.831973
'000797,2024-01-26,15.157427,15.452579
'000798,2024-01-26,14.184862,14.371503
'000799,2024-01-26,140.50232,137.84567
'000800,2024-01-26,19.207458,19.636429
'000801,2024-01-26,85.18569,89.7843
'000802,2024-01-26,26.0069,26.298656
'000803,2024-01-26,34.00546,34.265896
'000807,2024-01-26,46.74448,46.8851
'000809,2024-01-26,7.256992,7.1961884
'000810,2024-01-26,72.52183,73.169624
'000811,2024-01-26,187.00143,188.04327
'000812,2024-01-26,28.627775,29.028765
'000813,2024-01-26,7.515001,7.7045937
'000815,2024-01-26,29.256983,30.538622
'000816,2024-01-26,20.368847,20.598267
'000818,2024-01-26,42.51827,43.466145
'000819,2024-01-26,146.11032,151.47931
'000820,2024-01-26,8.209681,8.550857
'000821,2024-01-26,24.342201,24.07112
'000822,2024-01-26,12.837478,12.919225
'000823,2024-01-26,21.086607,21.460785
'000826,2024-01-26,15.378505,15.422996
'000828,2024-01-26,34.566948,34.927986
'000829,2024-01-26,131.48026,139.85397
'000830,2024-01-26,67.26638,67.25579
'000831,2024-01-26,92.694214,92.26222
'000833,2024-01-26,10.215148,10.17419
'000836,2024-01-26,21.659258,22.023914
'000837,2024-01-26,32.93163,33.91828
'000838,2024-01-26,35.89406,36.406563
'000839,2024-01-26,40.178246,40.668037
'000848,2024-01-26,188.6833,188.6604
'000850,2024-01-26,31.18203,31.33322
'000851,2024-01-26,10.274139,10.883669
'000852,2024-01-26,25.367111,26.313347
'000856,2024-01-26,18.845272,19.377003
'000858,2024-01-26,2372.5579,2393.1484
'000859,2024-01-26,15.726422,16.210785
'000860,2024-01-26,53.939938,54.203934
'000861,2024-01-26,35.015865,35.056583
'000863,2024-01-26,29.213985,29.714682
'000868,2024-01-26,21.631014,22.456032
'000869,2024-01-26,95.69194,95.7323
'000875,2024-01-26,6.047894,6.0801497
'000876,2024-01-26,141.48152,142.1595
'000877,2024-01-26,46.284233,46.54886
'000878,2024-01-26,26.459097,26.489649
'000880,2024-01-26,40.850273,42.16654
'000881,2024-01-26,25.839823,26.311445
'000882,2024-01-26,4.4378395,4.4503307
'000883,2024-01-26,17.850664,17.915445
'000885,2024-01-26,23.222565,23.21863
'000886,2024-01-26,9.511163,9.480106
'000887,2024-01-26,323.75546,325.95627
'000888,2024-01-26,46.671963,46.799107
'000889,2024-01-26,4.5147533,4.47521
'000890,2024-01-26,11.648524,11.496425
'000892,2024-01-26,9.83905,10.169737
'000893,2024-01-26,48.26261,50.196335
'000895,2024-01-26,478.67017,481.699
'000897,2024-01-26,13.304938,13.62665
'000898,2024-01-26,5.758921,5.816162
'000899,2024-01-26,20.666527,20.964947
'000900,2024-01-26,53.76325,54.093113
'000901,2024-01-26,42.727898,44.136765
'000902,2024-01-26,30.745039,30.617983
'000903,2024-01-26,23.646751,24.78919
'000905,2024-01-26,16.104126,16.161852
'000906,2024-01-26,29.179836,29.483454
'000908,2024-01-26,7.362674,7.5626044
'000909,2024-01-26,10.066555,10.174009
'000910,2024-01-26,20.5984,20.529646
'000911,2024-01-26,12.65673,13.16122
'000912,2024-01-26,11.399275,11.442741
'000913,2024-01-26,25.075367,25.277504
'000915,2024-01-26,98.53872,101.77275
'000917,2024-01-26,33.28141,35.472866
'000919,2024-01-26,20.163166,21.264744
'000920,2024-01-26,24.641273,24.788677
'000921,2024-01-26,23.396696,24.270346
'000922,2024-01-26,21.87498,22.02221
'000923,2024-01-26,27.537468,27.54926
'000925,2024-01-26,29.22297,30.491493
'000926,2024-01-26,16.269823,16.595041
'000927,2024-01-26,3.33148,3.362468
'000928,2024-01-26,13.485635,13.639349
'000929,2024-01-26,24.501692,24.255108
'000930,2024-01-26,33.581562,34.065445
'000931,2024-01-26,6.14405,6.266928
'000932,2024-01-26,11.993824,12.112811
'000933,2024-01-26,161.61607,162.58603
'000935,2024-01-26,35.402794,35.588085
'000936,2024-01-26,31.718246,33.46491
'000937,2024-01-26,48.371143,48.648773
'000938,2024-01-26,82.7886,84.43739
'000948,2024-01-26,33.742535,34.890152
'000949,2024-01-26,11.804294,11.867208
'000950,2024-01-26,12.206447,12.473431
'000951,2024-01-26,47.12817,48.609333
'000952,2024-01-26,20.235813,20.58624
'000953,2024-01-26,11.4450865,11.889851
'000955,2024-01-26,9.509263,9.957171
'000957,2024-01-26,33.554157,34.321266
'000958,2024-01-26,13.009614,13.2427635
'000959,2024-01-26,7.2945056,7.388344
'000960,2024-01-26,33.305927,33.226498
'000961,2024-01-26,9.812591,10.081854
'000962,2024-01-26,27.7314,28.191404
'000963,2024-01-26,423.80148,429.06662
'000965,2024-01-26,8.941283,9.239521
'000966,2024-01-26,12.953064,12.924116
'000967,2024-01-26,26.430416,26.497587
'000968,2024-01-26,10.815419,11.013687
'000969,2024-01-26,44.11168,44.852703
'000970,2024-01-26,150.87901,152.61426
'000971,2024-01-26,5.0116296,5.1777487
'000972,2024-01-26,8.837367,8.842038
'000973,2024-01-26,14.286255,14.243065
'000975,2024-01-26,136.45532,137.21782
'000976,2024-01-26,5.9630775,6.5518427
'000977,2024-01-26,166.68341,169.27206
'000978,2024-01-26,17.563822,17.556774
'000980,2024-01-26,4.552957,4.66091
'000981,2024-01-26,10.915012,11.001879
'000982,2024-01-26,20.411894,19.920652
'000983,2024-01-26,91.03449,91.65038
'000985,2024-01-26,19.965631,20.75848
'000987,2024-01-26,33.123646,33.47185
'000988,2024-01-26,201.44695,206.38405
'000989,2024-01-26,41.854355,42.760586
'000990,2024-01-26,19.594995,19.735529
'000993,2024-01-26,18.069324,18.321827
'000995,2024-01-26,27.933485,27.45836
'000996,2024-01-26,12.049328,12.612245
'000997,2024-01-26,144.4129,146.42033
'000998,2024-01-26,139.90176,144.27892
'000999,2024-01-26,72.32477,73.14604
'001696,2024-01-26,130.36185,131.8909
'001872,2024-01-26,53.785477,53.932182
'001896,2024-01-26,5.339919,5.406758
'001914,2024-01-26,71.81734,73.29803
'001965,2024-01-26,11.56689,11.617142
'001979,2024-01-26,13.202761,13.365879
'002001,2024-01-26,451.97763,452.43857
'002003,2024-01-26,119.28851,118.81613
'002004,2024-01-26,76.54471,76.871086
'002005,2024-01-26,10.246223,10.15752
'002006,2024-01-26,79.49055,79.53935
'002007,2024-01-26,603.1553,625.1572
'002008,2024-01-26,182.73433,185.1894
'002009,2024-01-26,53.64342,54.43331
'002010,2024-01-26,30.414469,30.525417
'002011,2024-01-26,57.05152,56.188198
'002012,2024-01-26,21.111155,20.688759
'002014,2024-01-26,56.12757,56.593914
'002015,2024-01-26,81.18081,82.5273
'002016,2024-01-26,43.843594,44.134773
'002019,2024-01-26,140.26277,144.24588
'002020,2024-01-26,100.26,103.572174
'002021,2024-01-26,17.438206,17.446339
'002022,2024-01-26,95.18926,94.26047
'002023,2024-01-26,62.934074,63.549923
'002024,2024-01-26,170.05986,171.12325
'002025,2024-01-26,223.40366,228.13379
'002026,2024-01-26,27.534628,27.72431
'002027,2024-01-26,68.04695,68.22322
'002029,2024-01-26,46.093773,46.16301
'002030,2024-01-26,215.37654,218.43018
'002031,2024-01-26,39.36887,40.67446
'002032,2024-01-26,319.72165,321.49228
'002033,2024-01-26,31.79362,32.275803
'002034,2024-01-26,37.42686,37.620617
'002035,2024-01-26,73.618645,73.318756
'002036,2024-01-26,48.61064,49.95033
'002037,2024-01-26,23.867365,24.078396
'002038,2024-01-26,168.69205,175.39354
'002039,2024-01-26,34.980103,35.04751
'002040,2024-01-26,16.374537,16.598114
'002041,2024-01-26,169.33221,173.03337
'002042,2024-01-26,24.590914,24.513443
'002043,2024-01-26,50.24512,50.24015
'002044,2024-01-26,38.01199,39.220844
'002045,2024-01-26,59.662975,59.207474
'002046,2024-01-26,46.578247,47.592724
'002047,2024-01-26,9.382983,9.32221
'002048,2024-01-26,76.719666,77.39199
'002049,2024-01-26,266.8376,269.9782
'002050,2024-01-26,249.1417,255.39085
'002051,2024-01-26,45.767467,46.39529
'002052,2024-01-26,12.590862,13.697805
'002053,2024-01-26,20.713318,21.141336
'002054,2024-01-26,23.360695,23.527153
'002055,2024-01-26,53.93635,55.506958
'002056,2024-01-26,116.52898,118.41245
'002057,2024-01-26,45.157436,45.629654
'002058,2024-01-26,30.905996,30.754877
'002059,2024-01-26,11.978666,11.996845
'002060,2024-01-26,18.480352,18.826603
'002061,2024-01-26,12.448473,12.480131
'002062,2024-01-26,44.232914,44.39127
'002063,2024-01-26,99.19252,101.3587
'002065,2024-01-26,186.84001,192.56664
'002066,2024-01-26,34.092148,34.519726
'002067,2024-01-26,9.367135,9.494015
'002068,2024-01-26,63.214615,61.833996
'002069,2024-01-26,36.145958,36.399525
'002072,2024-01-26,6.7944436,6.906868
'002073,2024-01-26,60.139137,60.618187
'002074,2024-01-26,88.348976,88.756355
'002075,2024-01-26,11.628554,11.703823
'002076,2024-01-26,15.513366,15.4024315
'002077,2024-01-26,21.026884,21.373077
'002078,2024-01-26,97.38255,97.17454
'002079,2024-01-26,51.723732,51.988777
'002080,2024-01-26,76.38403,75.83624
'002081,2024-01-26,133.09184,133.41672
'002082,2024-01-26,20.011786,20.556593
'002083,2024-01-26,13.28363,13.216138
'002084,2024-01-26,13.568893,13.522771
'002085,2024-01-26,37.216557,37.740227
'002086,2024-01-26,11.518103,11.523722
'002087,2024-01-26,4.7377157,4.883436
'002088,2024-01-26,78.284676,77.98937
'002089,2024-01-26,14.068965,14.511336
'002090,2024-01-26,53.6287,54.439796
'002091,2024-01-26,54.23878,54.565174
'002092,2024-01-26,21.253952,21.833364
'002093,2024-01-26,89.61948,91.36556
'002094,2024-01-26,20.720331,20.498207
'002095,2024-01-26,84.01034,86.56067
'002096,2024-01-26,48.831863,49.517155
'002097,2024-01-26,30.063461,30.45199
'002098,2024-01-26,15.03371,15.258741
'002099,2024-01-26,48.84048,48.959877
'002100,2024-01-26,104.15859,102.64904
'002101,2024-01-26,56.31218,56.445797
'002102,2024-01-26,24.10619,24.893867
'002103,2024-01-26,17.12256,17.727255
'002104,2024-01-26,49.532528,51.175194
'002105,2024-01-26,10.327886,10.437289
'002106,2024-01-26,37.125423,37.72015
'002107,2024-01-26,48.42808,49.724957
'002108,2024-01-26,67.873055,67.626
'002109,2024-01-26,18.617062,18.792238
'002110,2024-01-26,12.779198,12.90531
'002111,2024-01-26,46.050804,46.491615
'002112,2024-01-26,33.820736,33.78476
'002114,2024-01-26,13.222541,13.348703
'002115,2024-01-26,42.419605,43.21546
'002116,2024-01-26,43.032787,43.816833
'002117,2024-01-26,49.74201,50.739853
'002119,2024-01-26,47.46887,47.75384
'002120,2024-01-26,47.009365,48.240658
'002121,2024-01-26,85.08453,83.45324
'002122,2024-01-26,34.9968,35.602882
'002123,2024-01-26,78.86801,86.40116
'002124,2024-01-26,58.78371,59.809414
'002125,2024-01-26,43.133003,43.013004
'002126,2024-01-26,93.3973,92.80078
'002127,2024-01-26,41.040527,40.098946
'002128,2024-01-26,39.620384,39.860683
'002129,2024-01-26,78.71391,79.370766
'002130,2024-01-26,153.48727,153.52777
'002131,2024-01-26,96.243164,97.91267
'002132,2024-01-26,17.59771,17.14242
'002133,2024-01-26,11.518997,11.636148
'002134,2024-01-26,12.913737,13.080382
'002135,2024-01-26,17.584026,17.63703
'002136,2024-01-26,24.297638,24.321104
'002137,2024-01-26,21.811493,22.250885
'002138,2024-01-26,159.67377,160.75677
'002139,2024-01-26,143.90486,145.2661
