stock,date,score1,score2,pred_rate,name
'002316,2024-01-18,16.85344,18.080187,0.073,亚联发展
'600872,2024-01-18,353.15372,378.80463,0.073,中炬高新
'000058,2024-01-18,18.181984,19.50127,0.073,深 赛 格
'300552,2024-01-18,54.33709,58.241234,0.072,万集科技
'000860,2024-01-18,52.698597,56.483864,0.072,顺鑫农业
'600819,2024-01-18,12.477708,13.365302,0.071,耀皮玻璃
'000628,2024-01-18,153.45079,164.24908,0.07,高新发展
'603220,2024-01-18,32.14583,34.40024,0.07,中贝通信
'300601,2024-01-18,65.512695,70.086586,0.07,康泰生物
'603199,2024-01-18,26.458755,28.302505,0.07,九华旅游
'000532,2024-01-18,68.31526,73.03139,0.069,华金资本
'002456,2024-01-18,168.38487,179.93367,0.069,欧菲光
'603007,2024-01-18,12.82117,13.695753,0.068,花王股份
'300291,2024-01-18,53.220303,56.84645,0.068,华录百纳
'000409,2024-01-18,19.92236,21.271036,0.068,ST地矿
'600128,2024-01-18,20.021694,21.36303,0.067,弘业股份
'300351,2024-01-18,86.135025,91.87206,0.067,永贵电器
'603659,2024-01-18,82.71712,88.22023,0.067,璞泰来
'603779,2024-01-18,14.699549,15.673327,0.066,ST威龙
'603518,2024-01-18,13.728303,14.6376915,0.066,锦泓集团
'000921,2024-01-18,22.871431,24.38393,0.066,海信家电
'000020,2024-01-18,22.727924,24.228645,0.066,深华发Ａ
'603860,2024-01-18,30.969566,33.01136,0.066,中公高科
'002178,2024-01-18,33.742367,35.95423,0.066,延华智能
'300492,2024-01-18,117.441956,125.132164,0.065,山鼎设计
'002749,2024-01-18,72.27211,77.000374,0.065,国光股份
'002849,2024-01-18,38.087715,40.55837,0.065,威星智能
'002451,2024-01-18,21.067808,22.433332,0.065,摩恩电气
'300093,2024-01-18,36.074486,38.398518,0.064,金刚玻璃
'603032,2024-01-18,29.20708,31.081987,0.064,德新交运
'002238,2024-01-18,38.442257,40.893665,0.064,天威视讯
'600506,2024-01-18,13.234341,14.077837,0.064,香梨股份
'002610,2024-01-18,25.022705,26.612522,0.064,爱康科技
'603596,2024-01-18,65.797775,69.97747,0.064,伯特利
'300045,2024-01-18,164.90115,175.36829,0.063,华力创通
'601966,2024-01-18,19.95401,21.217575,0.063,玲珑轮胎
'603348,2024-01-18,36.967724,39.300186,0.063,文灿股份
'002232,2024-01-18,51.859737,55.113007,0.063,启明信息
'603030,2024-01-18,8.916836,9.473449,0.062,全筑股份
'300125,2024-01-18,54.584423,57.988018,0.062,易世达
'300662,2024-01-18,27.487171,29.197788,0.062,科锐国际
'300255,2024-01-18,99.96457,106.16443,0.062,常山药业
'002410,2024-01-18,280.40845,297.69107,0.062,广联达
'300798,2024-01-18,9.6340065,10.227132,0.062,锦鸡股份
'603098,2024-01-18,16.348742,17.352648,0.061,森特股份
'603569,2024-01-18,18.881233,20.036184,0.061,长久物流
'300454,2024-01-18,69.30071,73.533936,0.061,深信服
'600828,2024-01-18,36.542637,38.768887,0.061,茂业商业
'000615,2024-01-18,37.65197,39.944492,0.061,京汉股份
'002385,2024-01-18,60.077953,63.735424,0.061,大北农
'002180,2024-01-18,105.053665,111.432365,0.061,纳思达
'603871,2024-01-18,120.49941,127.806175,0.061,嘉友国际
'603363,2024-01-18,8.474323,8.988126,0.061,傲农生物
'300260,2024-01-18,155.59868,164.99884,0.06,新莱应材
'603958,2024-01-18,9.2999525,9.86159,0.06,哈森股份
'002548,2024-01-18,26.846527,28.456186,0.06,金新农
'600571,2024-01-18,97.99185,103.864655,0.06,信雅达
'600189,2024-01-18,17.523527,18.573463,0.06,吉林森工
'600742,2024-01-18,151.71281,160.79926,0.06,一汽富维
'002577,2024-01-18,39.31145,41.661144,0.06,雷柏科技
'300395,2024-01-18,244.78217,259.15973,0.059,菲利华
'600083,2024-01-18,7.749384,8.203885,0.059,博信股份
'603613,2024-01-18,121.70428,128.84108,0.059,国联股份
'002748,2024-01-18,22.554152,23.869389,0.058,世龙实业
'300053,2024-01-18,60.346928,63.830803,0.058,欧比特
'000759,2024-01-18,29.404509,31.101883,0.058,中百集团
'300807,2024-01-18,31.223288,33.021618,0.058,天迈科技
'600444,2024-01-18,22.524137,23.818556,0.057,国机通用
'300530,2024-01-18,50.015896,52.883263,0.057,达志科技
'300380,2024-01-18,41.780544,44.174217,0.057,安硕信息
'300131,2024-01-18,109.247925,115.505,0.057,英唐智控
'300169,2024-01-18,21.10174,22.301537,0.057,天晟新材
'300461,2024-01-18,40.82717,43.14429,0.057,田中精机
'002702,2024-01-18,42.099075,44.482513,0.057,海欣食品
'002865,2024-01-18,100.0126,105.665504,0.057,钧达股份
'300167,2024-01-18,20.343388,21.48864,0.056,迪威迅
'002363,2024-01-18,20.32891,21.472271,0.056,隆基机械
'002682,2024-01-18,14.325412,15.130132,0.056,龙洲股份
'300593,2024-01-18,59.77267,63.128765,0.056,新雷能
'000568,2024-01-18,3557.6008,3755.8809,0.056,泸州老窖
'000955,2024-01-18,9.650267,10.186864,0.056,欣龙控股
'002123,2024-01-18,92.22908,97.345146,0.055,梦网集团
'002162,2024-01-18,9.306135,9.820631,0.055,悦心健康
'002667,2024-01-18,36.880657,38.907745,0.055,鞍重股份
'300558,2024-01-18,51.719196,54.559483,0.055,贝达药业
'002771,2024-01-18,68.71088,72.47524,0.055,真视通
'600807,2024-01-18,22.317846,23.539028,0.055,ST天业
'300122,2024-01-18,354.40878,373.7753,0.055,智飞生物
'600199,2024-01-18,70.16957,73.995995,0.055,金种子酒
'002869,2024-01-18,34.200718,36.054543,0.054,金溢科技
'603737,2024-01-18,231.09802,243.6216,0.054,三棵树
'002356,2024-01-18,27.99602,29.513115,0.054,*ST赫美
'600513,2024-01-18,50.928146,53.67887,0.054,联环药业
'002485,2024-01-18,13.265295,13.979553,0.054,希努尔
'600053,2024-01-18,35.211563,37.10734,0.054,九鼎投资
'300426,2024-01-18,55.368114,58.337376,0.054,唐德影视
'603696,2024-01-18,23.299955,24.54745,0.054,安记食品
'600803,2024-01-18,93.22006,98.208565,0.054,新奥股份
'300347,2024-01-18,649.3639,684.0919,0.053,泰格医药
'300769,2024-01-18,298.2895,314.2168,0.053,德方纳米
'603305,2024-01-18,37.65652,39.651283,0.053,旭升股份
'600986,2024-01-18,25.653984,27.00571,0.053,科达股份
'002142,2024-01-18,37.892765,39.88029,0.052,宁波银行
'600981,2024-01-18,11.245157,11.834736,0.052,汇鸿集团
'603556,2024-01-18,38.549534,40.562614,0.052,海兴电力
'002038,2024-01-18,171.98949,180.96988,0.052,双鹭药业
'000596,2024-01-18,461.95538,486.0271,0.052,古井贡酒
'002229,2024-01-18,130.72849,137.53842,0.052,鸿博股份
'300555,2024-01-18,18.562962,19.528437,0.052,路通视信
'300054,2024-01-18,273.45142,287.64484,0.052,鼎龙股份
'603069,2024-01-18,17.919947,18.849102,0.052,海汽集团
'300657,2024-01-18,65.5204,68.911575,0.052,弘信电子
'603026,2024-01-18,45.986576,48.354565,0.051,石大胜华
'300573,2024-01-18,234.21425,246.26402,0.051,兴齐眼药
'603798,2024-01-18,26.262999,27.612646,0.051,康普顿
'002341,2024-01-18,29.70444,31.228786,0.051,新纶科技
'300209,2024-01-18,8.432941,8.865664,0.051,天泽信息
'600765,2024-01-18,181.7476,191.056,0.051,中航重机
'600867,2024-01-18,538.74207,566.2133,0.051,通化东宝
'000609,2024-01-18,35.597668,37.407322,0.051,中迪投资
'300762,2024-01-18,58.18415,61.137264,0.051,上海瀚讯
'002590,2024-01-18,51.57583,54.188614,0.051,万安科技
'002847,2024-01-18,107.10261,112.50194,0.05,盐津铺子
'603517,2024-01-18,39.7245,41.72696,0.05,绝味食品
'002805,2024-01-18,30.753622,32.302887,0.05,丰元股份
'002041,2024-01-18,176.20938,185.07071,0.05,登海种业
'002821,2024-01-18,332.19806,348.89038,0.05,凯莱英
'603037,2024-01-18,42.074654,44.176846,0.05,凯众股份
'002919,2024-01-18,74.50555,78.22741,0.05,名臣健康
'000786,2024-01-18,314.12674,329.76266,0.05,北新建材
'002120,2024-01-18,48.049057,50.438744,0.05,韵达股份
'603863,2024-01-18,35.753517,37.53043,0.05,松炀资源
'600895,2024-01-18,410.54434,430.9187,0.05,张江高科
'603885,2024-01-18,36.483803,38.293148,0.05,吉祥航空
'300623,2024-01-18,108.85693,114.25484,0.05,捷捷微电
'603899,2024-01-18,75.77836,79.53598,0.05,晨光文具
'000503,2024-01-18,107.4768,112.78771,0.049,国新健康
'002433,2024-01-18,11.135775,11.68498,0.049,太安堂
'603268,2024-01-18,23.732626,24.90276,0.049,松发股份
'002507,2024-01-18,100.43755,105.38167,0.049,涪陵榨菜
'000536,2024-01-18,18.511665,19.421778,0.049,华映科技
'300763,2024-01-18,275.3989,288.90787,0.049,锦浪科技
'600523,2024-01-18,21.591013,22.644024,0.049,贵航股份
'601226,2024-01-18,9.408155,9.866117,0.049,华电重工
'000976,2024-01-18,6.427736,6.7401805,0.049,华铁股份
'603038,2024-01-18,32.368313,33.9398,0.049,华立股份
'000572,2024-01-18,17.578625,18.430904,0.048,*ST 海马
'000338,2024-01-18,255.94623,268.33063,0.048,潍柴动力
'000715,2024-01-18,29.602324,31.03341,0.048,中兴商业
'600844,2024-01-18,16.183954,16.964657,0.048,丹化科技
'002217,2024-01-18,15.226475,15.959728,0.048,合力泰
'300213,2024-01-18,44.678497,46.824905,0.048,佳讯飞鸿
'002252,2024-01-18,173.26147,181.58313,0.048,上海莱士
'002723,2024-01-18,28.486855,29.854813,0.048,金莱特
'600133,2024-01-18,34.780178,36.449116,0.048,东湖高新
'600589,2024-01-18,12.63137,13.236818,0.048,广东榕泰
'300783,2024-01-18,18.337444,19.214703,0.048,三只松鼠
'300268,2024-01-18,24.304522,25.463865,0.048,佳沃股份
'601799,2024-01-18,139.35345,145.99512,0.048,星宇股份
'601888,2024-01-18,168.73094,176.77248,0.048,中国国旅
'603861,2024-01-18,9.855377,10.324354,0.048,白云电器
'603315,2024-01-18,25.19579,26.394407,0.048,福鞍股份
'600327,2024-01-18,56.503918,59.18964,0.048,大东方
'002284,2024-01-18,55.85721,58.5117,0.048,亚太股份
'300572,2024-01-18,51.08239,53.49861,0.047,安车检测
'603259,2024-01-18,173.10532,181.29079,0.047,药明康德
'600418,2024-01-18,81.31228,85.14983,0.047,江淮汽车
'002960,2024-01-18,35.960617,37.65024,0.047,青鸟消防
'603773,2024-01-18,53.845657,56.374275,0.047,沃格光电
'600280,2024-01-18,42.768826,44.77322,0.047,中央商场
'300101,2024-01-18,165.12892,172.85306,0.047,振芯科技
'300094,2024-01-18,11.377376,11.908858,0.047,国联水产
'002186,2024-01-18,28.595375,29.929678,0.047,全 聚 德
'002606,2024-01-18,31.91875,33.40505,0.047,大连电瓷
'300791,2024-01-18,76.08168,79.62239,0.047,仙乐健康
'601858,2024-01-18,25.873562,27.076069,0.046,中国科传
'603755,2024-01-18,27.94476,29.243528,0.046,日辰股份
'002309,2024-01-18,12.184429,12.748421,0.046,中利集团
'300285,2024-01-18,271.62048,284.179,0.046,国瓷材料
'300806,2024-01-18,48.68213,50.93219,0.046,斯迪克
'603161,2024-01-18,16.353748,17.109451,0.046,科华控股
'002742,2024-01-18,16.412357,17.170296,0.046,三圣股份
'300445,2024-01-18,80.57744,84.29624,0.046,康斯特
'300201,2024-01-18,50.83826,53.180397,0.046,海伦哲
'600761,2024-01-18,165.47223,173.0935,0.046,安徽合力
'603806,2024-01-18,99.90547,104.49893,0.046,福斯特
'000700,2024-01-18,83.9479,87.80368,0.046,模塑科技
'601021,2024-01-18,101.317894,105.97037,0.046,春秋航空
'600200,2024-01-18,63.3236,66.22926,0.046,江苏吴中
'002369,2024-01-18,24.356094,25.473139,0.046,卓翼科技
'603789,2024-01-18,13.444227,14.060605,0.046,星光农机
'002068,2024-01-18,62.123344,64.969376,0.046,黑猫股份
'603131,2024-01-18,41.318413,43.208458,0.046,上海沪工
'002409,2024-01-18,160.86584,168.2121,0.046,雅克科技
'600186,2024-01-18,27.653845,28.915575,0.046,*ST莲花
'300366,2024-01-18,75.30514,78.73836,0.046,创意信息
'002812,2024-01-18,183.66467,192.0025,0.045,恩捷股份
'002559,2024-01-18,73.21628,76.52093,0.045,亚威股份
'603721,2024-01-18,39.02143,40.769714,0.045,中广天择
'000733,2024-01-18,107.89722,112.71905,0.045,振华科技
'002488,2024-01-18,42.85159,44.765133,0.045,金固股份
'603306,2024-01-18,56.615597,59.1432,0.045,华懋科技
'603991,2024-01-18,46.23867,48.29512,0.044,至正股份
'300432,2024-01-18,82.12154,85.767975,0.044,富临精工
'000721,2024-01-18,48.42459,50.563263,0.044,西安饮食
'300495,2024-01-18,13.331331,13.919664,0.044,美尚生态
'300393,2024-01-18,58.0659,60.628418,0.044,中来股份
'002584,2024-01-18,23.363846,24.394579,0.044,西陇科学
'300322,2024-01-18,45.876804,47.900658,0.044,硕贝德
'600148,2024-01-18,34.9132,36.452446,0.044,长春一东
'300398,2024-01-18,84.8283,88.56764,0.044,飞凯材料
'600889,2024-01-18,21.743198,22.701311,0.044,南京化纤
'300302,2024-01-18,86.78503,90.59788,0.044,同有科技
'000659,2024-01-18,41.15996,42.968185,0.044,珠海中富
'600885,2024-01-18,145.24924,151.62529,0.044,宏发股份
'603982,2024-01-18,14.318822,14.946622,0.044,泉峰汽车
'002557,2024-01-18,102.17118,106.644325,0.044,洽洽食品
'002058,2024-01-18,30.403801,31.734032,0.044,威 尔 泰
'300633,2024-01-18,45.99274,47.997654,0.044,开立医疗
'600699,2024-01-18,59.846756,62.45248,0.044,均胜电子
'603369,2024-01-18,121.38114,126.66257,0.044,今世缘
'603739,2024-01-18,20.92723,21.837053,0.043,蔚蓝生物
'300790,2024-01-18,42.585392,44.435722,0.043,宇瞳光学
'603882,2024-01-18,62.490788,65.193405,0.043,金域医学
'603100,2024-01-18,28.53567,29.76907,0.043,川仪股份
'300571,2024-01-18,107.71919,112.37129,0.043,平治信息
'601777,2024-01-18,4.870446,5.0805464,0.043,力帆股份
'000821,2024-01-18,23.17396,24.170803,0.043,京山轻机
'002025,2024-01-18,228.2682,238.08055,0.043,航天电器
'600563,2024-01-18,149.26128,155.6768,0.043,法拉电子
'600132,2024-01-18,329.52487,343.65866,0.043,重庆啤酒
'000893,2024-01-18,50.20085,52.35393,0.043,东凌国际
'000868,2024-01-18,22.372341,23.326729,0.043,*ST安凯
'002962,2024-01-18,24.264723,25.29905,0.043,五方光电
'002326,2024-01-18,65.36695,68.14753,0.043,永太科技
'300106,2024-01-18,13.514689,14.086935,0.042,西部牧业
'300451,2024-01-18,115.06197,119.928024,0.042,创业慧康
'002791,2024-01-18,60.774307,63.342556,0.042,坚朗五金
'002289,2024-01-18,8.7975855,9.169356,0.042,*ST宇顺
'603035,2024-01-18,19.804716,20.64141,0.042,常熟汽饰
'002468,2024-01-18,18.547066,19.330465,0.042,申通快递
'300244,2024-01-18,225.0258,234.51152,0.042,迪安诊断
'002885,2024-01-18,56.32412,58.697323,0.042,京泉华
'603800,2024-01-18,26.849728,27.98071,0.042,道森股份
'603383,2024-01-18,97.53646,101.62134,0.042,顶点软件
'300592,2024-01-18,23.855726,24.852922,0.042,华凯创意
'603225,2024-01-18,26.486208,27.591547,0.042,新凤鸣
'603283,2024-01-18,71.707466,74.69761,0.042,赛腾股份
'603833,2024-01-18,103.40604,107.717384,0.042,欧派家居
'000998,2024-01-18,145.05994,151.10431,0.042,隆平高科
'603688,2024-01-18,122.72848,127.83433,0.042,石英股份
'000521,2024-01-18,26.830559,27.941536,0.041,长虹美菱
'603728,2024-01-18,81.980225,85.371635,0.041,鸣志电器
'603133,2024-01-18,7.0673866,7.35956,0.041,碳元科技
'603156,2024-01-18,69.504875,72.377464,0.041,养元饮品
'002140,2024-01-18,76.071,79.19106,0.041,东华科技
'603033,2024-01-18,98.96425,103.02323,0.041,三维股份
'603983,2024-01-18,25.984764,27.04943,0.041,丸美股份
'603039,2024-01-18,165.8359,172.62907,0.041,泛微网络
'002355,2024-01-18,11.316005,11.779396,0.041,兴民智通
'000661,2024-01-18,1182.2075,1230.4972,0.041,长春高新
'000757,2024-01-18,24.33449,25.328428,0.041,浩物股份
'600006,2024-01-18,14.988236,15.5997715,0.041,东风汽车
'603023,2024-01-18,34.976223,36.39841,0.041,威帝股份
'601636,2024-01-18,23.281889,24.227139,0.041,旗滨集团
'300427,2024-01-18,22.642174,23.560427,0.041,红相股份
'603101,2024-01-18,13.230249,13.765462,0.04,汇嘉时代
'000729,2024-01-18,64.30583,66.90501,0.04,燕京啤酒
'002576,2024-01-18,22.49213,23.400234,0.04,通达动力
'300133,2024-01-18,151.68137,157.80304,0.04,华策影视
'002856,2024-01-18,17.3482,18.04738,0.04,美芝股份
'600166,2024-01-18,84.807434,88.221085,0.04,福田汽车
'603725,2024-01-18,15.316594,15.930307,0.04,天安新材
'600565,2024-01-18,18.004839,18.726067,0.04,迪马股份
'002514,2024-01-18,53.76768,55.917023,0.04,宝馨科技
'603995,2024-01-18,30.146805,31.350298,0.04,甬金股份
'600884,2024-01-18,391.5298,407.15527,0.04,杉杉股份
'002129,2024-01-18,77.72716,80.81316,0.04,中环股份
'603456,2024-01-18,89.49262,93.045105,0.04,九洲药业
'002085,2024-01-18,37.062725,38.530952,0.04,万丰奥威
'000523,2024-01-18,22.532084,23.424435,0.04,广州浪奇
'002583,2024-01-18,32.668945,33.959167,0.039,海能达
'601599,2024-01-18,13.429716,13.959969,0.039,鹿港文化
'600004,2024-01-18,21.65493,22.508865,0.039,白云机场
'000800,2024-01-18,19.567202,20.338757,0.039,一汽轿车
'600106,2024-01-18,30.622665,31.83004,0.039,重庆路桥
'600522,2024-01-18,74.34539,77.272644,0.039,中天科技
'002371,2024-01-18,1053.3589,1094.8285,0.039,北方华创
'002484,2024-01-18,70.083984,72.840775,0.039,江海股份
'300443,2024-01-18,107.03668,111.23959,0.039,金雷股份
'300554,2024-01-18,44.77435,46.52979,0.039,三超新材
'603786,2024-01-18,70.025635,72.76717,0.039,科博达
'300700,2024-01-18,36.934017,38.379925,0.039,岱勒新材
'603997,2024-01-18,21.239416,22.070341,0.039,继峰股份
'603896,2024-01-18,42.73285,44.39786,0.039,寿仙谷
'600198,2024-01-18,3.3059487,3.4346375,0.039,大唐电信
'002189,2024-01-18,20.653715,21.45654,0.039,中光学
'002234,2024-01-18,26.205187,27.223293,0.039,民和股份
'603197,2024-01-18,79.064476,82.13338,0.039,保隆科技
'300480,2024-01-18,70.05965,72.77896,0.039,光力科技
'300363,2024-01-18,98.66898,102.49499,0.039,博腾股份
'000716,2024-01-18,22.448017,23.318121,0.039,黑芝麻
'300042,2024-01-18,105.0506,109.113815,0.039,朗科科技
'600066,2024-01-18,610.6133,634.22577,0.039,宇通客车
'603866,2024-01-18,31.921068,33.15285,0.039,桃李面包
'600081,2024-01-18,82.22705,85.39419,0.039,东风科技
'000518,2024-01-18,25.32663,26.300413,0.038,四环生物
'002254,2024-01-18,81.822235,84.957726,0.038,泰和新材
'002613,2024-01-18,15.959974,16.571466,0.038,北玻股份
'002906,2024-01-18,33.163956,34.433365,0.038,华阳集团
'603239,2024-01-18,52.86701,54.887825,0.038,浙江仙通
'600360,2024-01-18,43.826965,45.500313,0.038,华微电子
'002403,2024-01-18,12.385808,12.858106,0.038,爱仕达
'000951,2024-01-18,47.47862,49.282803,0.038,中国重汽
'601111,2024-01-18,8.205136,8.5166235,0.038,中国国航
'002892,2024-01-18,76.54858,79.44885,0.038,科力尔
'002434,2024-01-18,51.311604,53.25563,0.038,万里扬
'600009,2024-01-18,87.34565,90.652756,0.038,上海机场
'600212,2024-01-18,19.765995,20.514145,0.038,江泉实业
'002693,2024-01-18,25.690472,26.661272,0.038,双成药业
'000516,2024-01-18,425.19638,441.2469,0.038,国际医学
'300203,2024-01-18,16.59157,17.21712,0.038,聚光科技
'002796,2024-01-18,26.296692,27.288097,0.038,世嘉科技
'300029,2024-01-18,7.07602,7.34272,0.038,天龙光电
'300280,2024-01-18,40.947426,42.490067,0.038,紫天科技
'002101,2024-01-18,56.771103,58.9089,0.038,广东鸿图
'002569,2024-01-18,12.109438,12.56339,0.037,*ST步森
'002049,2024-01-18,270.47775,280.6034,0.037,紫光国微
'002494,2024-01-18,15.0703535,15.634377,0.037,华斯股份
'002779,2024-01-18,32.609276,33.82848,0.037,中坚科技
'300731,2024-01-18,28.576307,29.644173,0.037,科创新源
'000813,2024-01-18,7.7368894,8.025298,0.037,德展健康
'600730,2024-01-18,24.13978,25.039509,0.037,中国高科
'603027,2024-01-18,89.459694,92.789116,0.037,千禾味业
'002699,2024-01-18,13.902796,14.419889,0.037,美盛文化
'600029,2024-01-18,9.46706,9.819049,0.037,南方航空
'600661,2024-01-18,56.851517,58.964558,0.037,昂立教育
'002579,2024-01-18,39.561047,41.02902,0.037,中京电子
'300630,2024-01-18,78.403786,81.30746,0.037,普利制药
'002250,2024-01-18,44.687927,46.33557,0.037,联化科技
'603377,2024-01-18,9.432403,9.779841,0.037,东方时尚
'600399,2024-01-18,23.239315,24.095184,0.037,ST抚钢
'600753,2024-01-18,27.618135,28.6352,0.037,东方银星
'300491,2024-01-18,39.741016,41.203014,0.037,通合科技
'603516,2024-01-18,42.370728,43.928917,0.037,淳中科技
'603713,2024-01-18,51.56838,53.463203,0.037,密尔克卫
'600228,2024-01-18,12.007602,12.448595,0.037,ST昌九
'600933,2024-01-18,22.295979,23.114523,0.037,爱柯迪
'002901,2024-01-18,38.944427,40.373043,0.037,大博医疗
'300688,2024-01-18,59.19606,61.358086,0.037,创业黑马
'600745,2024-01-18,116.170555,120.410416,0.036,闻泰科技
'002007,2024-01-18,614.99054,637.4118,0.036,华兰生物
'002544,2024-01-18,122.37765,126.83057,0.036,杰赛科技
'002703,2024-01-18,33.912556,35.144203,0.036,浙江世宝
'002813,2024-01-18,34.41771,35.66701,0.036,路畅科技
'601717,2024-01-18,28.500572,29.534262,0.036,郑煤机
'603661,2024-01-18,54.44833,56.422733,0.036,恒林股份
'300310,2024-01-18,33.8564,35.083107,0.036,宜通世纪
'002224,2024-01-18,37.004185,38.343235,0.036,三 力 士
'002765,2024-01-18,13.688228,14.183359,0.036,蓝黛传动
'000301,2024-01-18,17.621614,18.257698,0.036,东方盛虹
'300375,2024-01-18,36.55454,37.873013,0.036,鹏翎股份
'002766,2024-01-18,10.811388,11.201147,0.036,*ST索菱
'603208,2024-01-18,71.77995,74.362465,0.036,江山欧派
'603768,2024-01-18,18.797955,19.474081,0.036,常青股份
'002695,2024-01-18,43.752113,45.323418,0.036,煌上煌
'000070,2024-01-18,19.544575,20.245974,0.036,特发信息
'603398,2024-01-18,54.2012,56.144928,0.036,邦宝益智
'002945,2024-01-18,13.940545,14.440398,0.036,华林证券
'603136,2024-01-18,40.949844,42.418137,0.036,天目湖
'000603,2024-01-18,49.977863,51.769203,0.036,盛达资源
'603656,2024-01-18,29.454548,30.508812,0.036,泰禾光电
'300293,2024-01-18,66.91388,69.30655,0.036,蓝英装备
'002848,2024-01-18,11.636797,12.052645,0.036,高斯贝尔
'300364,2024-01-18,122.82363,127.21214,0.036,中文在线
'300781,2024-01-18,54.99321,56.95802,0.036,因赛集团
'603179,2024-01-18,117.09836,121.280624,0.036,新泉股份
'300241,2024-01-18,21.74764,22.524075,0.036,瑞丰光电
'002929,2024-01-18,40.096386,41.527447,0.036,润建股份
'000056,2024-01-18,12.7779,13.233257,0.036,皇庭国际
'002884,2024-01-18,90.90646,94.142494,0.036,凌霄泵业
'002922,2024-01-18,25.559048,26.468618,0.036,伊戈尔
'000915,2024-01-18,101.49178,105.09876,0.036,山大华特
'002750,2024-01-18,62.507324,64.72493,0.035,龙津药业
'002458,2024-01-18,84.67716,87.67539,0.035,益生股份
'002308,2024-01-18,19.263252,19.944628,0.035,威创股份
'002555,2024-01-18,246.55789,255.2616,0.035,三七互娱
'002786,2024-01-18,46.443054,48.082474,0.035,银宝山新
'600751,2024-01-18,8.811569,9.122528,0.035,海航科技
'300087,2024-01-18,141.11446,146.09393,0.035,荃银高科
'002202,2024-01-18,63.13499,65.35938,0.035,金风科技
'002582,2024-01-18,38.032394,39.369274,0.035,好想你
'002097,2024-01-18,29.559153,30.59655,0.035,山河智能
'000526,2024-01-18,123.85066,128.18484,0.035,紫光学大
'000426,2024-01-18,157.53603,163.04277,0.035,兴业矿业
