,公司代码 ,Name,code,上市日期
1225,600663,  陆家嘴,'600663,  1993-06-28
1226,2332,仙琚制药,'002332,2010/1/12
1227,300396,迪瑞医疗,'300396,2014/9/10
1228,300475,聚隆科技,'300475,2015/6/10
1229,2083,孚日股份,'002083,2006/11/24
1230,2435,长江健康,'002435,2010/6/18
1231,600146,  商赢环球,'600146,  1999-07-07
1232,811,冰轮环境,'000811,1998/5/28
1233,600038,  中直股份,'600038,  2000-12-18
1234,603345,  安井食品,'603345,  2017-02-22
1235,601199,  江南水务,'601199,  2011-03-17
1236,600361,  华联综超,'600361,  2001-11-29
1237,600077,  宋都股份,'600077,  1997-05-20
1238,977,浪潮信息,'000977,2000/6/8
1239,931,中 关 村,'000931,1999/7/12
1240,600873,  梅花生物,'600873,  1995-02-17
1241,582,北部湾港,'000582,1995/11/2
1242,300097,智云股份,'300097,2010/7/28
1243,908,景峰医药,'000908,1999/2/3
1244,600241,  时代万恒,'600241,  2000-11-28
1245,2659,凯文教育,'002659,2012/3/9
1246,300432,富临精工,'300432,2015/3/19
1247,785,居然之家,'000785,1997/7/11
1248,2259,*ST升达,'002259,2008/7/16
1249,603016,  新宏泰,'603016,  2016-07-01
1250,901,航天科技,'000901,1999/4/1
1251,300378,鼎捷软件,'300378,2014/1/27
1252,600997,  开滦股份,'600997,  2004-06-02
1253,11,深物业A,'000011,1992/3/30
1254,300786,国林科技,'300786,2019/7/23
1255,756,新华制药,'000756,1997/8/6
1256,300424,航新科技,'300424,2015/4/22
1257,300239,东宝生物,'300239,2011/7/6
1258,300352,北信源,'300352,2012/9/12
1259,2455,百川股份,'002455,2010/8/3
1260,300050,世纪鼎利,'300050,2010/1/20
1261,2405,四维图新,'002405,2010/5/18
1262,869,张  裕Ａ,'000869,2000/10/26
1263,2581,未名医药,'002581,2011/5/20
1264,300086,康芝药业,'300086,2010/5/26
1265,897,*ST津滨,'000897,1999/4/22
1266,2041,登海种业,'002041,2005/4/18
1267,603887,  城地股份,'603887,  2016-10-10
1268,933,神火股份,'000933,1999/8/31
1269,600393,  粤泰股份,'600393,  2001-03-19
1270,601003,  柳钢股份,'601003,  2007-02-27
1271,600213,  亚星客车,'600213,  1999-08-31
1272,600903,  贵州燃气,'600903,  2017-11-07
1273,300003,乐普医疗,'300003,2009/10/30
1274,600176,  中国巨石,'600176,  1999-04-22
1275,600511,  国药股份,'600511,  2002-11-27
1276,300092,科新机电,'300092,2010/7/8
1277,566,海南海药,'000566,1994/5/25
1278,2647,仁东控股,'002647,2011/12/28
1279,2955,鸿合科技,'002955,2019/5/23
1280,2643,万润股份,'002643,2011/12/20
1281,950,重药控股,'000950,1999/9/16
1282,600188,  兖州煤业,'600188,  1998-07-01
1283,300615,欣天科技,'300615,2017/2/15
1284,567,海德股份,'000567,1994/5/25
1285,657,中钨高新,'000657,1996/12/5
1286,300057,万顺新材,'300057,2010/2/26
1287,2461,珠江啤酒,'002461,2010/8/18
1288,2057,中钢天源,'002057,2006/8/2
1289,600985,  淮北矿业,'600985,  2004-04-28
1290,300564,筑博设计,'300564,2019/11/8
1291,600366,  宁波韵升,'600366,  2000-10-30
1292,600387,  海越能源,'600387,  2004-02-18
1293,2365,永安药业,'002365,2010/3/5
1294,300557,理工光科,'300557,2016/11/1
1295,300506,名家汇,'300506,2016/3/24
1296,2067,景兴纸业,'002067,2006/9/15
1297,831,五矿稀土,'000831,1998/9/11
1298,600856,  ST中天,'600856,  1994-04-25
1299,2632,道明光学,'002632,2011/11/22
1300,2594,比亚迪,'002594,2011/6/30
1301,2728,特一药业,'002728,2014/7/31
1302,603577,  汇金通,'603577,  2016-12-22
1303,300762,上海瀚讯,'300762,2019/3/14
1304,300589,江龙船艇,'300589,2017/1/13
1305,300759,康龙化成,'300759,2019/1/28
1306,603663,  三祥新材,'603663,  2016-08-01
1307,600619,  海立股份,'600619,  1992-11-13
1308,600815,  *ST厦工,'600815,  1994-01-28
1309,553,安道麦A,'000553,1993/12/3
1310,601330,  绿色动力,'601330,  2018-06-11
1311,600987,  航民股份,'600987,  2004-08-09
1312,990,诚志股份,'000990,2000/7/6
1313,695,滨海能源,'000695,1997/2/18
1314,2957,科瑞技术,'002957,2019/7/26
1315,683,远兴能源,'000683,1997/1/31
1316,2313,日海智能,'002313,2009/12/3
1317,300483,沃施股份,'300483,2015/6/30
1318,792,*ST盐湖,'000792,1997/9/4
1319,2362,汉王科技,'002362,2010/3/3
1320,300411,金盾股份,'300411,2014/12/31
1321,2479,富春环保,'002479,2010/9/21
1322,2860,星帅尔,'002860,2017/4/12
1323,915,山大华特,'000915,1999/6/9
1324,600568,  中珠医疗,'600568,  2001-05-18
1325,600509,  天富能源,'600509,  2002-02-28
1326,39,中集集团,'000039,1994/4/8
1327,601019,  山东出版,'601019,  2017-11-22
1328,966,长源电力,'000966,2000/3/16
1329,600078,  澄星股份,'600078,  1997-06-27
1330,300515,三德科技,'300515,2016/6/8
1331,600168,  武汉控股,'600168,  1998-04-27
1332,300412,迦南科技,'300412,2014/12/31
1333,300302,同有科技,'300302,2012/3/21
1334,300353,东土科技,'300353,2012/9/27
1335,601898,  中煤能源,'601898,  2008-02-01
1336,2007,华兰生物,'002007,2004/6/25
1337,600959,  江苏有线,'600959,  2015-04-28
1338,300635,中达安,'300635,2017/3/31
1339,300061,康旗股份,'300061,2010/3/19
1340,600436,  片仔癀,'600436,  2003-06-16
1341,600315,  上海家化,'600315,  2001-03-15
1342,603161,  科华控股,'603161,  2018-01-05
1343,2173,创新医疗,'002173,2007/9/25
1344,2885,京泉华,'002885,2017/6/27
1345,300523,辰安科技,'300523,2016/7/26
1346,603199,  九华旅游,'603199,  2015-03-26
1347,603109,  神驰机电,'603109,  2019-12-31
1348,300739,明阳电路,'300739,2018/2/1
1349,603987,  康德莱,'603987,  2016-11-21
1350,2296,辉煌科技,'002296,2009/9/29
1351,603685,  晨丰科技,'603685,  2017-11-27
1352,600233,  圆通速递,'600233,  2000-06-08
1353,300074,华平股份,'300074,2010/4/27
1354,300108,吉药控股,'300108,2010/8/25
1355,2580,圣阳股份,'002580,2011/5/6
1356,600352,  浙江龙盛,'600352,  2003-08-01
1357,600288,  大恒科技,'600288,  2000-11-29
1358,600086,  东方金钰,'600086,  1997-06-06
1359,300174,元力股份,'300174,2011/2/1
1360,600712,  南宁百货,'600712,  1996-06-26
1361,158,常山北明,'000158,2000/7/24
1362,300303,聚飞光电,'300303,2012/3/19
1363,300091,金通灵,'300091,2010/6/25
1364,600828,  茂业商业,'600828,  1994-02-24
1365,2051,中工国际,'002051,2006/6/19
1366,600691,  阳煤化工,'600691,  1993-11-19
1367,2171,楚江新材,'002171,2007/9/21
1368,603580,  艾艾精工,'603580,  2017-05-25
1369,2476,宝莫股份,'002476,2010/9/15
1370,600229,  城市传媒,'600229,  2000-03-09
1371,2591,恒大高新,'002591,2011/6/21
1372,2755,奥赛康,'002755,2015/5/15
1373,603786,  科博达,'603786,  2019-10-15
1374,600675,  中华企业,'600675,  1993-09-24
1375,300750,宁德时代,'300750,2018/6/11
1376,2730,电光科技,'002730,2014/10/9
1377,600988,  赤峰黄金,'600988,  2004-04-14
1378,300726,宏达电子,'300726,2017/11/21
1379,300763,锦浪科技,'300763,2019/3/19
1380,300415,伊之密,'300415,2015/1/23
1381,2612,朗姿股份,'002612,2011/8/30
1382,300661,圣邦股份,'300661,2017/6/6
1383,603035,  常熟汽饰,'603035,  2017-01-05
1384,300701,森霸传感,'300701,2017/9/15
1385,603677,  奇精机械,'603677,  2017-02-06
1386,2616,长青集团,'002616,2011/9/20
1387,2799,环球印务,'002799,2016/6/8
1388,2465,海格通信,'002465,2010/8/31
1389,603327,  福蓉科技,'603327,  2019-05-23
1390,63,中兴通讯,'000063,1997/11/18
1391,601949,  中国出版,'601949,  2017-08-21
1392,300579,数字认证,'300579,2016/12/23
1393,2077,大港股份,'002077,2006/11/16
1394,601228,  广州港,'601228,  2017-03-29
1395,2947,恒铭达,'002947,2019/2/1
1396,603096,  新经典,'603096,  2017-04-25
1397,603618,  杭电股份,'603618,  2015-02-17
1398,603977,  国泰集团,'603977,  2016-11-11
1399,600098,  广州发展,'600098,  1997-07-18
1400,300694,蠡湖股份,'300694,2018/10/15
1401,2951,金时科技,'002951,2019/3/15
1402,600125,  铁龙物流,'600125,  1998-05-11
1403,2870,香山股份,'002870,2017/5/15
1404,2013,中航机电,'002013,2004/7/5
1405,600019,  宝钢股份,'600019,  2000-12-12
1406,300335,迪森股份,'300335,2012/7/10
1407,600133,  东湖高新,'600133,  1998-02-12
1408,601966,  玲珑轮胎,'601966,  2016-07-06
1409,300634,彩讯股份,'300634,2018/3/23
1410,600678,  四川金顶,'600678,  1993-10-08
1411,300264,佳创视讯,'300264,2011/9/16
1412,603009,  北特科技,'603009,  2014-07-18
1413,603180,  金牌厨柜,'603180,  2017-05-12
1414,300310,宜通世纪,'300310,2012/4/25
1415,600827,  百联股份,'600827,  1994-02-04
1416,2648,卫星石化,'002648,2011/12/28
1417,600190,  锦州港,'600190,  1999-06-09
1418,603813,  原尚股份,'603813,  2017-09-18
1419,600753,  东方银星,'600753,  1996-09-27
1420,600803,  新奥股份,'600803,  1994-01-03
1421,603379,  三美股份,'603379,  2019-04-02
1422,300600,瑞特股份,'300600,2017/1/25
1423,2219,恒康医疗,'002219,2008/3/6
1424,600716,  凤凰股份,'600716,  1996-07-02
1425,300781,因赛集团,'300781,2019/6/6
1426,603811,  诚意药业,'603811,  2017-03-15
1427,601077,  渝农商行,'601077,  2019-10-29
1428,2011,盾安环境,'002011,2004/7/5
1429,2449,国星光电,'002449,2010/7/16
1430,600269,  赣粤高速,'600269,  2000-05-18
1431,600984,  建设机械,'600984,  2004-07-07
1432,9,中国宝安,'000009,1991/6/25
1433,300575,中旗股份,'300575,2016/12/20
1434,603220,  中贝通信,'603220,  2018-11-15
1435,300213,佳讯飞鸿,'300213,2011/5/5
1436,2467,二六三,'002467,2010/9/8
1437,600172,  黄河旋风,'600172,  1998-11-26
1438,600336,  澳柯玛,'600336,  2000-12-29
1439,2093,国脉科技,'002093,2006/12/15
1440,600714,  金瑞矿业,'600714,  1996-06-06
1441,300641,正丹股份,'300641,2017/4/18
1442,600633,  浙数文化,'600633,  1993-03-04
1443,600354,  敦煌种业,'600354,  2004-01-15
1444,603093,  南华期货,'603093,  2019-08-30
1445,603989,  艾华集团,'603989,  2015-05-15
1446,300243,瑞丰高材,'300243,2011/7/12
1447,300454,深信服,'300454,2018/5/16
1448,803,金宇车城,'000803,1998/3/3
1449,2778,高科石化,'002778,2016/1/6
1450,300662,科锐国际,'300662,2017/6/8
1451,300484,蓝海华腾,'300484,2016/3/22
1452,603226,  菲林格尔,'603226,  2017-06-15
1453,300457,赢合科技,'300457,2015/5/14
1454,603583,  捷昌驱动,'603583,  2018-09-21
1455,300671,富满电子,'300671,2017/7/5
1456,2270,华明装备,'002270,2008/9/5
1457,300201,海伦哲,'300201,2011/4/7
1458,2512,达华智能,'002512,2010/12/3
1459,2573,清新环境,'002573,2011/4/22
1460,2939,长城证券,'002939,2018/10/26
1461,600351,  亚宝药业,'600351,  2002-09-26
1462,603032,  德新交运,'603032,  2017-01-05
1463,600158,  中体产业,'600158,  1998-03-27
1464,603222,  济民制药,'603222,  2015-02-17
1465,600601,  方正科技,'600601,  1990-12-19
1466,300431,暴风集团,'300431,2015/3/24
1467,2601,龙蟒佰利,'002601,2011/7/15
1468,600674,  川投能源,'600674,  1993-09-24
1469,600879,  航天电子,'600879,  1995-11-15
1470,600416,  湘电股份,'600416,  2002-07-18
1471,2925,盈趣科技,'002925,2018/1/15
1472,2819,东方中科,'002819,2016/11/11
1473,2507,涪陵榨菜,'002507,2010/11/23
1474,603520,  司太立,'603520,  2016-03-09
1475,603197,  保隆科技,'603197,  2017-05-19
1476,300088,长信科技,'300088,2010/5/26
1477,617,中油资本,'000617,1996/10/22
1478,300549,优德精密,'300549,2016/9/30
1479,55,方大集团,'000055,1996/4/15
1480,2034,旺能环境,'002034,2004/8/26
1481,2456,欧菲光,'002456,2010/8/3
1482,300453,三鑫医疗,'300453,2015/5/15
1483,2843,泰嘉股份,'002843,2017/1/20
1484,601100,  恒立液压,'601100,  2011-10-28
1485,600821,  津劝业,'600821,  1994-01-28
1486,996,中国中期,'000996,2000/7/18
1487,2622,融钰集团,'002622,2011/10/18
1488,2745,木林森,'002745,2015/2/17
1489,300407,凯发电气,'300407,2014/12/3
1490,2139,拓邦股份,'002139,2007/6/29
1491,300789,唐源电气,'300789,2019/8/28
1492,2791,坚朗五金,'002791,2016/3/29
1493,600080,  金花股份,'600080,  1997-06-12
1494,600353,  旭光股份,'600353,  2002-11-20
1495,300232,洲明科技,'300232,2011/6/22
1496,600052,  浙江广厦,'600052,  1997-04-18
1497,603559,  中通国脉,'603559,  2016-12-02
1498,300167,迪威迅,'300167,2011/1/25
1499,601318,  中国平安,'601318,  2007-03-01
1500,600502,  安徽建工,'600502,  2003-04-15
1501,2411,延安必康,'002411,2010/5/25
1502,600232,  金鹰股份,'600232,  2000-06-02
1503,690,宝新能源,'000690,1997/1/28
1504,300012,华测检测,'300012,2009/10/30
1505,300702,天宇股份,'300702,2017/9/19
1506,600131,  岷江水电,'600131,  1998-04-02
1507,600022,  山东钢铁,'600022,  2004-06-29
1508,300140,中环装备,'300140,2010/11/12
1509,2502,鼎龙文化,'002502,2010/11/17
1510,713,丰乐种业,'000713,1997/4/22
1511,603233,  大参林,'603233,  2017-07-31
1512,2521,齐峰新材,'002521,2010/12/10
1513,2369,卓翼科技,'002369,2010/3/16
1514,300329,海伦钢琴,'300329,2012/6/19
1515,603037,  凯众股份,'603037,  2017-01-20
1516,300776,帝尔激光,'300776,2019/5/17
1517,300428,四通新材,'300428,2015/3/19
1518,600247,  ST成城,'600247,  2000-11-23
1519,300083,劲胜智能,'300083,2010/5/20
1520,688,国城矿业,'000688,1997/1/20
1521,2563,森马服饰,'002563,2011/3/11
1522,2866,传艺科技,'002866,2017/4/26
1523,603127,  昭衍新药,'603127,  2017-08-25
1524,603259,  药明康德,'603259,  2018-05-08
1525,603090,  宏盛股份,'603090,  2016-08-31
1526,983,西山煤电,'000983,2000/7/26
1527,600933,  爱柯迪,'600933,  2017-11-17
1528,603828,  柯利达,'603828,  2015-02-26
1529,795,英洛华,'000795,1997/8/8
1530,600893,  航发动力,'600893,  1996-04-08
1531,2855,捷荣技术,'002855,2017/3/21
1532,600746,  江苏索普,'600746,  1996-09-18
1533,2404,嘉欣丝绸,'002404,2010/5/11
1534,603027,  千禾味业,'603027,  2016-03-07
1535,603680,  今创集团,'603680,  2018-02-27
1536,603055,  台华新材,'603055,  2017-09-21
1537,2609,捷顺科技,'002609,2011/8/15
1538,537,广宇发展,'000537,1993/12/10
1539,600250,  南纺股份,'600250,  2001-03-06
1540,600252,  中恒集团,'600252,  2000-11-30
1541,300733,西菱动力,'300733,2018/1/16
1542,2768,国恩股份,'002768,2015/6/30
1543,300732,设研院,'300732,2017/12/12
1544,2269,美邦服饰,'002269,2008/8/28
1545,2021,*ST中捷,'002021,2004/7/15
1546,600967,  内蒙一机,'600967,  2004-05-18
1547,711,京蓝科技,'000711,1997/4/11
1548,603801,  志邦家居,'603801,  2017-06-30
1549,300742,越博动力,'300742,2018/5/8
1550,2006,精功科技,'002006,2004/6/25
1551,2268,卫 士 通,'002268,2008/8/11
1552,300211,亿通科技,'300211,2011/5/5
1553,959,首钢股份,'000959,1999/12/16
1554,600618,  氯碱化工,'600618,  1992-11-13
1555,2714,牧原股份,'002714,2014/1/28
1556,600871,  石化油服,'600871,  1995-04-11
1557,601001,  大同煤业,'601001,  2006-06-23
1558,600408,  ST安泰,'600408,  2003-02-12
1559,600258,  首旅酒店,'600258,  2000-06-01
1560,2506,协鑫集成,'002506,2010/11/18
1561,603332,  苏州龙杰,'603332,  2019-01-17
1562,2142,宁波银行,'002142,2007/7/19
1563,300479,神思电子,'300479,2015/6/12
1564,300543,朗科智能,'300543,2016/9/8
1565,300071,华谊嘉信,'300071,2010/4/21
1566,2780,三夫户外,'002780,2015/12/9
1567,2480,新筑股份,'002480,2010/9/21
1568,603890,  春秋电子,'603890,  2017-12-12
1569,601890,  亚星锚链,'601890,  2010-12-28
1570,300384,三联虹普,'300384,2014/8/1
1571,600520,  文一科技,'600520,  2002-01-08
1572,601985,  中国核电,'601985,  2015-06-10
1573,538,云南白药,'000538,1993/12/15
1574,300529,健帆生物,'300529,2016/8/2
1575,300478,杭州高新,'300478,2015/6/10
1576,600,建投能源,'000600,1996/6/6
1577,59,华锦股份,'000059,1997/1/30
1578,2719,麦趣尔,'002719,2014/1/28
1579,488,晨鸣纸业,'000488,2000/11/20
1580,2492,恒基达鑫,'002492,2010/11/2
1581,620,新华联,'000620,1996/10/29
1582,600278,  东方创业,'600278,  2000-07-12
1583,300736,百邦科技,'300736,2018/1/9
1584,300287,飞利信,'300287,2012/2/1
1585,25,特  力Ａ,'000025,1993/6/21
1586,2299,圣农发展,'002299,2009/10/21
1587,600343,  航天动力,'600343,  2003-04-08
1588,600330,  天通股份,'600330,  2001-01-18
1589,600137,  浪莎股份,'600137,  1998-04-16
1590,600421,  *ST仰帆,'600421,  2004-06-07
1591,603757,  大元泵业,'603757,  2017-07-11
1592,300649,杭州园林,'300649,2017/5/5
1593,802,北京文化,'000802,1998/1/8
1594,600552,  凯盛科技,'600552,  2002-11-08
1595,600645,  中源协和,'600645,  1993-05-04
1596,601006,  大秦铁路,'601006,  2006-08-01
1597,600221,  海航控股,'600221,  1999-11-25
1598,760,*ST斯太,'000760,1997/6/27
1599,300286,安科瑞,'300286,2012/1/13
1600,2334,英威腾,'002334,2010/1/13
1601,603903,  中持股份,'603903,  2017-03-14
1602,667,美好置业,'000667,1996/12/5
1603,300017,网宿科技,'300017,2009/10/30
1604,2738,中矿资源,'002738,2014/12/30
1605,603679,  华体科技,'603679,  2017-06-21
1606,600184,  光电股份,'600184,  2003-11-06
1607,600896,  览海投资,'600896,  1996-05-03
1608,300749,顶固集创,'300749,2018/9/25
1609,600666,  *ST瑞德,'600666,  1993-07-12
1610,300727,润禾材料,'300727,2017/11/27
1611,300585,奥联电子,'300585,2016/12/29
1612,300221,银禧科技,'300221,2011/5/25
1613,600592,  龙溪股份,'600592,  2002-08-05
1614,818,航锦科技,'000818,1997/10/17
1615,600356,  恒丰纸业,'600356,  2001-04-19
1616,600058,  五矿发展,'600058,  1997-05-28
1617,2096,南岭民爆,'002096,2006/12/22
1618,600594,  益佰制药,'600594,  2004-03-23
1619,300341,麦克奥迪,'300341,2012/7/26
1620,300398,飞凯材料,'300398,2014/10/9
1621,300561,汇金科技,'300561,2016/11/17
1622,600051,  宁波联合,'600051,  1997-04-10
1623,601689,  拓普集团,'601689,  2015-03-19
1624,2453,华软科技,'002453,2010/7/20
1625,600639,  浦东金桥,'600639,  1993-03-26
1626,2394,联发股份,'002394,2010/4/23
1627,927,一汽夏利,'000927,1999/7/27
1628,2020,京新药业,'002020,2004/7/15
1629,600030,  中信证券,'600030,  2003-01-06
1630,300183,东软载波,'300183,2011/2/22
1631,2434,万里扬,'002434,2010/6/18
1632,810,创维数字,'000810,1998/6/2
1633,603980,  吉华集团,'603980,  2017-06-15
1634,300105,龙源技术,'300105,2010/8/20
1635,600461,  洪城水业,'600461,  2004-06-01
1636,2486,嘉麟杰,'002486,2010/10/15
1637,2511,中顺洁柔,'002511,2010/11/25
1638,300229,拓尔思,'300229,2011/6/15
1639,2828,贝肯能源,'002828,2016/12/8
1640,600766,  园城黄金,'600766,  1996-10-28
1641,300138,晨光生物,'300138,2010/11/5
1642,300118,东方日升,'300118,2010/9/2
1643,2384,东山精密,'002384,2010/4/9
1644,2075,沙钢股份,'002075,2006/10/25
1645,603766,  隆鑫通用,'603766,  2012-08-10
1646,603385,  惠达卫浴,'603385,  2017-04-05
1647,2190,*ST集成,'002190,2007/12/3
1648,2752,昇兴股份,'002752,2015/4/22
1649,600319,  ST亚星,'600319,  2001-03-26
1650,2948,青岛银行,'002948,2019/1/16
1651,600395,  盘江股份,'600395,  2001-05-31
1652,300013,新宁物流,'300013,2009/10/30
1653,603067,  振华股份,'603067,  2016-09-13
1654,603666,  亿嘉和,'603666,  2018-06-12
1655,300081,恒信东方,'300081,2010/5/20
1656,2822,中装建设,'002822,2016/11/29
1657,2481,双塔食品,'002481,2010/9/21
1658,2281,光迅科技,'002281,2009/8/21
1659,2703,浙江世宝,'002703,2012/11/2
1660,603108,  润达医疗,'603108,  2015-05-27
1661,533,顺钠股份,'000533,1994/1/3
1662,600863,  内蒙华电,'600863,  1994-05-20
1663,673,当代东方,'000673,1997/1/24
1664,600322,  天房发展,'600322,  2001-09-10
1665,600280,  中央商场,'600280,  2000-09-26
1666,600980,  北矿科技,'600980,  2004-05-12
1667,300023,宝德股份,'300023,2009/10/30
1668,603908,  牧高笛,'603908,  2017-03-07
1669,2783,凯龙股份,'002783,2015/12/9
1670,603363,  傲农生物,'603363,  2017-09-26
1671,603799,  华友钴业,'603799,  2015-01-29
1672,2422,科伦药业,'002422,2010/6/3
1673,300517,海波重科,'300517,2016/7/19
1674,2485,希努尔,'002485,2010/10/15
1675,600936,  广西广电,'600936,  2016-08-15
1676,2858,力盛赛车,'002858,2017/3/24
1677,601099,  太平洋,'601099,  2007-12-28
1678,603699,  纽威股份,'603699,  2014-01-17
1679,603823,  百合花,'603823,  2016-12-20
1680,603033,  三维股份,'603033,  2016-12-07
1681,2256,兆新股份,'002256,2008/6/25
1682,300386,飞天诚信,'300386,2014/6/26
1683,2101,广东鸿图,'002101,2006/12/29
1684,600545,  卓郎智能,'600545,  2003-12-03
1685,600522,  中天科技,'600522,  2002-10-24
1686,603355,  莱克电气,'603355,  2015-05-13
1687,2166,莱茵生物,'002166,2007/9/13
1688,300599,雄塑科技,'300599,2017/1/23
1689,300236,上海新阳,'300236,2011/6/29
1690,2633,申科股份,'002633,2011/11/22
1691,600126,  杭钢股份,'600126,  1998-03-11
1692,2517,恺英网络,'002517,2010/12/7
1693,603966,  法兰泰克,'603966,  2017-01-25
1694,2150,通润装备,'002150,2007/8/10
1695,300607,拓斯达,'300607,2017/2/9
1696,300051,三五互联,'300051,2010/2/11
1697,603060,  国检集团,'603060,  2016-11-09
1698,300014,亿纬锂能,'300014,2009/10/30
1699,600563,  法拉电子,'600563,  2002-12-10
1700,600182,  S佳通,'600182,  1999-05-07
1701,798,中水渔业,'000798,1998/2/12
1702,300703,创源文化,'300703,2017/9/19
1703,603661,  恒林股份,'603661,  2017-11-21
1704,2918,蒙娜丽莎,'002918,2017/12/19
1705,603866,  桃李面包,'603866,  2015-12-22
1706,587,金洲慈航,'000587,1996/4/25
1707,600963,  岳阳林纸,'600963,  2004-05-25
1708,600234,  *ST山水,'600234,  2000-06-15
1709,791,甘肃电投,'000791,1997/10/14
1710,2777,久远银海,'002777,2015/12/31
1711,600251,  冠农股份,'600251,  2003-06-09
1712,2133,广宇集团,'002133,2007/4/27
1713,603819,  神力股份,'603819,  2016-11-25
1714,2900,哈三联,'002900,2017/9/22
1715,300773,拉卡拉,'300773,2019/4/25
1716,2803,吉宏股份,'002803,2016/7/12
1717,603578,  三星新材,'603578,  2017-03-06
1718,603188,  ST亚邦,'603188,  2014-09-09
1719,2165,红 宝 丽,'002165,2007/9/13
1720,2110,三钢闽光,'002110,2007/1/26
1721,600696,  ST岩石,'600696,  1993-12-06
1722,600790,  轻纺城,'600790,  1997-02-28
1723,2252,上海莱士,'002252,2008/6/23
1724,600063,  皖维高新,'600063,  1997-05-28
1725,601236,  红塔证券,'601236,  2019-07-05
1726,601577,  长沙银行,'601577,  2018-09-26
1727,300667,必创科技,'300667,2017/6/19
1728,300085,银之杰,'300085,2010/5/26
1729,603378,  亚士创能,'603378,  2017-09-28
1730,2382,蓝帆医疗,'002382,2010/4/2
1731,2304,洋河股份,'002304,2009/11/6
1732,2838,道恩股份,'002838,2017/1/6
1733,629,攀钢钒钛,'000629,1996/11/15
1734,600695,  绿庭投资,'600695,  1993-11-22
1735,759,中百集团,'000759,1997/5/19
1736,600590,  泰豪科技,'600590,  2002-07-03
1737,687,华讯方舟,'000687,1997/2/21
1738,300628,亿联网络,'300628,2017/3/17
1739,2381,双箭股份,'002381,2010/4/2
1740,2658,雪迪龙,'002658,2012/3/9
1741,600738,  兰州民百,'600738,  1996-08-02
1742,603937,  丽岛新材,'603937,  2017-11-02
1743,600462,  *ST九有,'600462,  2003-09-03
1744,403,双林生物,'000403,1996/6/28
1745,600681,  百川能源,'600681,  1993-10-18
1746,2115,三维通信,'002115,2007/2/15
1747,601126,  四方股份,'601126,  2010-12-31
1748,300179,四方达,'300179,2011/2/15
1749,300410,正业科技,'300410,2014/12/31
1750,300765,新诺威,'300765,2019/3/22
1751,600897,  厦门空港,'600897,  1996-05-31
1752,2825,纳尔股份,'002825,2016/11/29
1753,2952,亚世光电,'002952,2019/3/28
1754,603800,  道森股份,'603800,  2015-12-10
1755,2212,南洋股份,'002212,2008/2/1
1756,603698,  航天工程,'603698,  2015-01-28
1757,2421,达实智能,'002421,2010/6/3
1758,600820,  隧道股份,'600820,  1994-01-28
1759,921,海信家电,'000921,1999/7/13
1760,601798,  ST蓝科,'601798,  2011-06-22
1761,691,亚太实业,'000691,1997/2/28
1762,893,东凌国际,'000893,1998/12/24
1763,600410,  华胜天成,'600410,  2004-04-27
1764,300420,五洋停车,'300420,2015/2/17
1765,600889,  南京化纤,'600889,  1996-03-08
1766,300509,新美星,'300509,2016/4/25
1767,600161,  天坛生物,'600161,  1998-06-16
1768,300676,华大基因,'300676,2017/7/14
1769,2046,轴研科技,'002046,2005/5/26
1770,2642,*ST荣联,'002642,2011/12/20
1771,981,ST银亿,'000981,2000/6/22
1772,600186,  *ST莲花,'600186,  1998-08-25
1773,2636,金安国纪,'002636,2011/11/25
1774,600567,  山鹰纸业,'600567,  2001-12-18
1775,603997,  继峰股份,'603997,  2015-03-02
1776,2663,普邦股份,'002663,2012/3/16
1777,60,中金岭南,'000060,1997/1/23
1778,600881,  亚泰集团,'600881,  1995-11-15
1779,498,山东路桥,'000498,1997/6/9
1780,600467,  好当家,'600467,  2004-04-05
1781,600487,  亨通光电,'600487,  2003-08-22
1782,603299,  苏盐井神,'603299,  2015-12-31
1783,300400,劲拓股份,'300400,2014/10/10
1784,300145,中金环境,'300145,2010/12/9
1785,300369,绿盟科技,'300369,2014/1/29
1786,603101,  汇嘉时代,'603101,  2016-05-06
1787,2206,海 利 得,'002206,2008/1/23
1788,600490,  鹏欣资源,'600490,  2003-06-26
1789,600083,  博信股份,'600083,  1997-06-06
1790,2848,高斯贝尔,'002848,2017/2/13
1791,2276,万马股份,'002276,2009/7/10
1792,603113,  金能科技,'603113,  2017-05-11
1793,600549,  厦门钨业,'600549,  2002-11-07
1794,300206,理邦仪器,'300206,2011/4/21
1795,600743,  华远地产,'600743,  1996-09-09
1796,564,供销大集,'000564,1994/1/10
1797,600061,  国投资本,'600061,  1997-05-19
1798,603863,  松炀资源,'603863,  2019-06-21
1799,600890,  中房股份,'600890,  1996-03-18
1800,300788,中信出版,'300788,2019/7/5
1801,2426,胜利精密,'002426,2010/6/8
1802,707,ST双环,'000707,1997/4/15
1803,300056,三维丝,'300056,2010/2/26
1804,2420,*ST毅昌,'002420,2010/6/1
1805,520,长航凤凰,'000520,1993/10/25
1806,300779,惠城环保,'300779,2019/5/22
1807,603167,  渤海轮渡,'603167,  2012-09-06
1808,738,航发控制,'000738,1997/6/26
1809,516,国际医学,'000516,1993/8/9
1810,300652,雷迪克,'300652,2017/5/16
1811,828,东莞控股,'000828,1997/6/17
1812,600765,  中航重机,'600765,  1996-11-06
1813,2610,爱康科技,'002610,2011/8/15
